"Name","Total Population by Age Group"
"Description","Total population by age group."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Tables: B01003, B01001 and B09001&nbsp;(2005-2019); retrieved from&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a><a href=""http://factfinder2.census.gov/"" target=""_blank""></a>.&nbsp;"
"Notes","Percents refer to the percent of the total population."

Location,Age Group,TimeFrame,DataFormat,Data,Fips
East New York,Youth 18 to 24 Years,2011,Number,18804,305
East New York,Youth 18 to 24 Years,2011,Percent,0.12833,305
Park Slope,Adults 25 Years and Older,2011,Number,83075,306
Park Slope,Adults 25 Years and Older,2011,Percent,0.7413,306
Park Slope,Children Under 18 Years,2011,Number,20977,306
Park Slope,Children Under 18 Years,2011,Percent,0.18718,306
Park Slope,Youth 18 to 24 Years,2011,Number,8014,306
Park Slope,Youth 18 to 24 Years,2011,Percent,0.07151,306
Sunset Park,Adults 25 Years and Older,2011,Number,97925,307
Sunset Park,Adults 25 Years and Older,2011,Percent,0.64408,307
Sunset Park,Children Under 18 Years,2011,Number,35742,307
Sunset Park,Children Under 18 Years,2011,Percent,0.23509,307
Sunset Park,Youth 18 to 24 Years,2011,Number,18371,307
Sunset Park,Youth 18 to 24 Years,2011,Percent,0.12083,307
Crown Heights North,Adults 25 Years and Older,2011,Number,87704,308
Crown Heights North,Adults 25 Years and Older,2011,Percent,0.69408,308
Crown Heights North,Children Under 18 Years,2011,Number,27710,308
Crown Heights North,Children Under 18 Years,2011,Percent,0.21929,308
Crown Heights North,Youth 18 to 24 Years,2011,Number,10946,308
Crown Heights North,Youth 18 to 24 Years,2011,Percent,0.08663,308
Crown Heights South,Adults 25 Years and Older,2011,Number,74418,309
Crown Heights South,Adults 25 Years and Older,2011,Percent,0.65309,309
Crown Heights South,Children Under 18 Years,2011,Number,27847,309
Crown Heights South,Children Under 18 Years,2011,Percent,0.24439,309
Crown Heights South,Youth 18 to 24 Years,2011,Number,11682,309
Crown Heights South,Youth 18 to 24 Years,2011,Percent,0.10252,309
Bay Ridge,Adults 25 Years and Older,2011,Number,93940,310
Bay Ridge,Adults 25 Years and Older,2011,Percent,0.70668,310
Bay Ridge,Children Under 18 Years,2011,Number,28126,310
Bay Ridge,Children Under 18 Years,2011,Percent,0.21158,310
Bay Ridge,Youth 18 to 24 Years,2011,Number,10865,310
Bay Ridge,Youth 18 to 24 Years,2011,Percent,0.08173,310
Bensonhurst,Adults 25 Years and Older,2011,Number,129610,311
Bensonhurst,Adults 25 Years and Older,2011,Percent,0.71518,311
Bensonhurst,Children Under 18 Years,2011,Number,35502,311
Bensonhurst,Children Under 18 Years,2011,Percent,0.1959,311
Bensonhurst,Youth 18 to 24 Years,2011,Number,16115,311
Bensonhurst,Youth 18 to 24 Years,2011,Percent,0.08892,311
Borough Park,Adults 25 Years and Older,2011,Number,85461,312
Borough Park,Adults 25 Years and Older,2011,Percent,0.52725,312
Borough Park,Children Under 18 Years,2011,Number,60480,312
Borough Park,Children Under 18 Years,2011,Percent,0.37313,312
Borough Park,Youth 18 to 24 Years,2011,Number,16146,312
Borough Park,Youth 18 to 24 Years,2011,Percent,0.09961,312
Coney Island,Adults 25 Years and Older,2011,Number,78802,313
Coney Island,Adults 25 Years and Older,2011,Percent,0.76992,313
Coney Island,Children Under 18 Years,2011,Number,14890,313
Coney Island,Children Under 18 Years,2011,Percent,0.14548,313
Coney Island,Youth 18 to 24 Years,2011,Number,8659,313
Coney Island,Youth 18 to 24 Years,2011,Percent,0.0846,313
Flatbush/Midwood,Adults 25 Years and Older,2011,Number,101506,314
Flatbush/Midwood,Adults 25 Years and Older,2011,Percent,0.62365,314
Flatbush/Midwood,Children Under 18 Years,2011,Number,43696,314
Flatbush/Midwood,Children Under 18 Years,2011,Percent,0.26847,314
Flatbush/Midwood,Youth 18 to 24 Years,2011,Number,17558,314
Flatbush/Midwood,Youth 18 to 24 Years,2011,Percent,0.10788,314
Sheepshead Bay,Adults 25 Years and Older,2011,Number,101584,315
Sheepshead Bay,Adults 25 Years and Older,2011,Percent,0.70941,315
Sheepshead Bay,Children Under 18 Years,2011,Number,28211,315
Sheepshead Bay,Children Under 18 Years,2011,Percent,0.19701,315
Sheepshead Bay,Youth 18 to 24 Years,2011,Number,13401,315
Sheepshead Bay,Youth 18 to 24 Years,2011,Percent,0.09359,315
Brownsville,Adults 25 Years and Older,2011,Number,72928,316
Brownsville,Adults 25 Years and Older,2011,Percent,0.57878,316
Brownsville,Children Under 18 Years,2011,Number,38019,316
Brownsville,Children Under 18 Years,2011,Percent,0.30173,316
Brownsville,Youth 18 to 24 Years,2011,Number,15055,316
Brownsville,Youth 18 to 24 Years,2011,Percent,0.11948,316
East Flatbush,Adults 25 Years and Older,2011,Number,90257,317
East Flatbush,Adults 25 Years and Older,2011,Percent,0.68755,317
East Flatbush,Children Under 18 Years,2011,Number,28884,317
East Flatbush,Children Under 18 Years,2011,Percent,0.22003,317
East Flatbush,Youth 18 to 24 Years,2011,Number,12133,317
East Flatbush,Youth 18 to 24 Years,2011,Percent,0.09243,317
Canarsie,Adults 25 Years and Older,2011,Number,136095,318
Canarsie,Adults 25 Years and Older,2011,Percent,0.66357,318
Canarsie,Children Under 18 Years,2011,Number,47383,318
Canarsie,Children Under 18 Years,2011,Percent,0.23103,318
Canarsie,Youth 18 to 24 Years,2011,Number,21617,318
Canarsie,Youth 18 to 24 Years,2011,Percent,0.1054,318
Astoria,Adults 25 Years and Older,2011,Number,122259,401
Astoria,Adults 25 Years and Older,2011,Percent,0.71844,401
Astoria,Children Under 18 Years,2011,Number,28413,401
Astoria,Children Under 18 Years,2011,Percent,0.16696,401
Astoria,Youth 18 to 24 Years,2011,Number,19502,401
Astoria,Youth 18 to 24 Years,2011,Percent,0.1146,401
Sunnyside/Woodside,Adults 25 Years and Older,2011,Number,96748,402
Sunnyside/Woodside,Adults 25 Years and Older,2011,Percent,0.74388,402
Sunnyside/Woodside,Children Under 18 Years,2011,Number,20709,402
Sunnyside/Woodside,Children Under 18 Years,2011,Percent,0.15923,402
Sunnyside/Woodside,Youth 18 to 24 Years,2011,Number,12602,402
Sunnyside/Woodside,Youth 18 to 24 Years,2011,Percent,0.09689,402
Jackson Heights,Adults 25 Years and Older,2011,Number,126745,403
Jackson Heights,Adults 25 Years and Older,2011,Percent,0.68265,403
Jackson Heights,Children Under 18 Years,2011,Number,38859,403
Jackson Heights,Children Under 18 Years,2011,Percent,0.20929,403
Jackson Heights,Youth 18 to 24 Years,2011,Number,20063,403
Jackson Heights,Youth 18 to 24 Years,2011,Percent,0.10806,403
Elmhurst/Corona,Adults 25 Years and Older,2011,Number,97674,404
Elmhurst/Corona,Adults 25 Years and Older,2011,Percent,0.7084,404
Elmhurst/Corona,Children Under 18 Years,2011,Number,27398,404
Elmhurst/Corona,Children Under 18 Years,2011,Percent,0.19871,404
Elmhurst/Corona,Youth 18 to 24 Years,2011,Number,12807,404
Elmhurst/Corona,Youth 18 to 24 Years,2011,Percent,0.09289,404
Ridgewood/Glendale,Adults 25 Years and Older,2011,Number,119848,405
Ridgewood/Glendale,Adults 25 Years and Older,2011,Percent,0.69134,405
Ridgewood/Glendale,Children Under 18 Years,2011,Number,38757,405
Ridgewood/Glendale,Children Under 18 Years,2011,Percent,0.22357,405
Ridgewood/Glendale,Youth 18 to 24 Years,2011,Number,14752,405
Ridgewood/Glendale,Youth 18 to 24 Years,2011,Percent,0.0851,405
Rego Park/Forest Hills,Adults 25 Years and Older,2011,Number,89076,406
Rego Park/Forest Hills,Adults 25 Years and Older,2011,Percent,0.79582,406
Rego Park/Forest Hills,Children Under 18 Years,2011,Number,17188,406
Rego Park/Forest Hills,Children Under 18 Years,2011,Percent,0.15356,406
Rego Park/Forest Hills,Youth 18 to 24 Years,2011,Number,5666,406
Rego Park/Forest Hills,Youth 18 to 24 Years,2011,Percent,0.05062,406
Flushing,Adults 25 Years and Older,2011,Number,183891,407
Flushing,Adults 25 Years and Older,2011,Percent,0.74415,407
Flushing,Children Under 18 Years,2011,Number,43526,407
Flushing,Children Under 18 Years,2011,Percent,0.17614,407
Flushing,Youth 18 to 24 Years,2011,Number,19699,407
Flushing,Youth 18 to 24 Years,2011,Percent,0.07972,407
Fresh Meadows/Briarwood,Adults 25 Years and Older,2011,Number,98335,408
Fresh Meadows/Briarwood,Adults 25 Years and Older,2011,Percent,0.68084,408
Fresh Meadows/Briarwood,Children Under 18 Years,2011,Number,30321,408
Fresh Meadows/Briarwood,Children Under 18 Years,2011,Percent,0.20993,408
Fresh Meadows/Briarwood,Youth 18 to 24 Years,2011,Number,15775,408
Fresh Meadows/Briarwood,Youth 18 to 24 Years,2011,Percent,0.10922,408
Woodhaven,Adults 25 Years and Older,2011,Number,100411,409
Woodhaven,Adults 25 Years and Older,2011,Percent,0.6465,409
Woodhaven,Children Under 18 Years,2011,Number,37980,409
Woodhaven,Children Under 18 Years,2011,Percent,0.24454,409
Woodhaven,Youth 18 to 24 Years,2011,Number,16924,409
Woodhaven,Youth 18 to 24 Years,2011,Percent,0.10897,409
Howard Beach,Adults 25 Years and Older,2011,Number,93235,410
Howard Beach,Adults 25 Years and Older,2011,Percent,0.70179,410
Howard Beach,Children Under 18 Years,2011,Number,27643,410
Howard Beach,Children Under 18 Years,2011,Percent,0.20807,410
Howard Beach,Youth 18 to 24 Years,2011,Number,11975,410
Howard Beach,Youth 18 to 24 Years,2011,Percent,0.09014,410
Bayside,Adults 25 Years and Older,2011,Number,86221,411
Bayside,Adults 25 Years and Older,2011,Percent,0.72657,411
Bayside,Children Under 18 Years,2011,Number,23864,411
Bayside,Children Under 18 Years,2011,Percent,0.2011,411
Bayside,Youth 18 to 24 Years,2011,Number,8584,411
Bayside,Youth 18 to 24 Years,2011,Percent,0.07234,411
Jamaica/St. Albans,Adults 25 Years and Older,2011,Number,150742,412
Jamaica/St. Albans,Adults 25 Years and Older,2011,Percent,0.65027,412
Jamaica/St. Albans,Children Under 18 Years,2011,Number,58217,412
Jamaica/St. Albans,Children Under 18 Years,2011,Percent,0.25114,412
Jamaica/St. Albans,Youth 18 to 24 Years,2011,Number,22854,412
Jamaica/St. Albans,Youth 18 to 24 Years,2011,Percent,0.09859,412
Queens Village,Adults 25 Years and Older,2011,Number,136736,413
Queens Village,Adults 25 Years and Older,2011,Percent,0.6815,413
Queens Village,Children Under 18 Years,2011,Number,42769,413
Queens Village,Children Under 18 Years,2011,Percent,0.21316,413
Queens Village,Youth 18 to 24 Years,2011,Number,21135,413
Queens Village,Youth 18 to 24 Years,2011,Percent,0.10534,413
The Rockaways,Adults 25 Years and Older,2011,Number,69167,414
The Rockaways,Adults 25 Years and Older,2011,Percent,0.64076,414
The Rockaways,Children Under 18 Years,2011,Number,27924,414
The Rockaways,Children Under 18 Years,2011,Percent,0.25869,414
The Rockaways,Youth 18 to 24 Years,2011,Number,10854,414
The Rockaways,Youth 18 to 24 Years,2011,Percent,0.10055,414
St. George,Adults 25 Years and Older,2011,Number,106797,501
St. George,Adults 25 Years and Older,2011,Percent,0.61586,501
St. George,Children Under 18 Years,2011,Number,46812,501
St. George,Children Under 18 Years,2011,Percent,0.26995,501
St. George,Youth 18 to 24 Years,2011,Number,19803,501
St. George,Youth 18 to 24 Years,2011,Percent,0.1142,501
South Beach,Adults 25 Years and Older,2011,Number,91850,502
South Beach,Adults 25 Years and Older,2011,Percent,0.73329,502
South Beach,Children Under 18 Years,2011,Number,23394,502
South Beach,Children Under 18 Years,2011,Percent,0.18677,502
South Beach,Youth 18 to 24 Years,2011,Number,10013,502
South Beach,Youth 18 to 24 Years,2011,Percent,0.07994,502
Tottenville,Adults 25 Years and Older,2011,Number,119335,503
Tottenville,Adults 25 Years and Older,2011,Percent,0.69462,503
Tottenville,Children Under 18 Years,2011,Number,37669,503
Tottenville,Children Under 18 Years,2011,Percent,0.21926,503
Tottenville,Youth 18 to 24 Years,2011,Number,14794,503
Tottenville,Youth 18 to 24 Years,2011,Percent,0.08611,503
Bronx,Adults 25 Years and Older,2011,Number,861146,36005
Bronx,Adults 25 Years and Older,2011,Percent,0.61864,36005
Bronx,Children Under 18 Years,2011,Number,368276,36005
Bronx,Children Under 18 Years,2011,Percent,0.26457,36005
Bronx,Youth 18 to 24 Years,2011,Number,162580,36005
Bronx,Youth 18 to 24 Years,2011,Percent,0.1168,36005
Brooklyn,Adults 25 Years and Older,2011,Number,1673492,36047
Brooklyn,Adults 25 Years and Older,2011,Percent,0.66077,36047
Brooklyn,Children Under 18 Years,2011,Number,598160,36047
Brooklyn,Children Under 18 Years,2011,Percent,0.23618,36047
Brooklyn,Youth 18 to 24 Years,2011,Number,260993,36047
Brooklyn,Youth 18 to 24 Years,2011,Percent,0.10305,36047
Manhattan,Adults 25 Years and Older,2011,Number,1193946,36061
Manhattan,Adults 25 Years and Older,2011,Percent,0.74531,36061
Manhattan,Children Under 18 Years,2011,Number,237292,36061
Manhattan,Children Under 18 Years,2011,Percent,0.14813,36061
Manhattan,Youth 18 to 24 Years,2011,Number,170710,36061
Manhattan,Youth 18 to 24 Years,2011,Percent,0.10656,36061
Queens,Adults 25 Years and Older,2011,Number,1571088,36081
Queens,Adults 25 Years and Older,2011,Percent,0.69893,36081
Queens,Children Under 18 Years,2011,Number,463568,36081
Queens,Children Under 18 Years,2011,Percent,0.20623,36081
Queens,Youth 18 to 24 Years,2011,Number,213192,36081
Queens,Youth 18 to 24 Years,2011,Percent,0.09484,36081
Staten Island,Adults 25 Years and Older,2011,Number,317982,36085
Staten Island,Adults 25 Years and Older,2011,Percent,0.67589,36085
Staten Island,Children Under 18 Years,2011,Number,107875,36085
Staten Island,Children Under 18 Years,2011,Percent,0.22929,36085
Staten Island,Youth 18 to 24 Years,2011,Number,44610,36085
Staten Island,Youth 18 to 24 Years,2011,Percent,0.09482,36085
New York City,Adults 25 Years and Older,2011,Number,5617654,3651000
New York City,Adults 25 Years and Older,2011,Percent,0.68135,3651000
New York City,Children Under 18 Years,2011,Number,1775171,3651000
New York City,Children Under 18 Years,2011,Percent,0.21531,3651000
New York City,Youth 18 to 24 Years,2011,Number,852085,3651000
New York City,Youth 18 to 24 Years,2011,Percent,0.10335,3651000
Battery Park/Tribeca,Adults 25 Years and Older,2012,Number,45801.14385,101
Battery Park/Tribeca,Adults 25 Years and Older,2012,Percent,0.76664,101
Battery Park/Tribeca,Children Under 18 Years,2012,Number,7517.55348,101
Battery Park/Tribeca,Children Under 18 Years,2012,Percent,0.12583,101
Battery Park/Tribeca,Youth 18 to 24 Years,2012,Number,6423.9443,101
Battery Park/Tribeca,Youth 18 to 24 Years,2012,Percent,0.10753,101
Greenwich Village,Adults 25 Years and Older,2012,Number,67611.85615,102
Greenwich Village,Adults 25 Years and Older,2012,Percent,0.76664,102
Greenwich Village,Children Under 18 Years,2012,Number,11097.44652,102
Greenwich Village,Children Under 18 Years,2012,Percent,0.12583,102
Greenwich Village,Youth 18 to 24 Years,2012,Number,9483.0557,102
Greenwich Village,Youth 18 to 24 Years,2012,Percent,0.10753,102
Lower East Side,Adults 25 Years and Older,2012,Number,122278,103
Lower East Side,Adults 25 Years and Older,2012,Percent,0.73198,103
Lower East Side,Children Under 18 Years,2012,Number,21645,103
Lower East Side,Children Under 18 Years,2012,Percent,0.12957,103
Lower East Side,Youth 18 to 24 Years,2012,Number,23127,103
Lower East Side,Youth 18 to 24 Years,2012,Percent,0.13844,103
Chelsea/Clinton,Adults 25 Years and Older,2012,Number,76972.90028,104
Chelsea/Clinton,Adults 25 Years and Older,2012,Percent,0.81873,104
Chelsea/Clinton,Children Under 18 Years,2012,Number,7726.81373,104
Chelsea/Clinton,Children Under 18 Years,2012,Percent,0.08219,104
Chelsea/Clinton,Youth 18 to 24 Years,2012,Number,9314.96253,104
Chelsea/Clinton,Youth 18 to 24 Years,2012,Percent,0.09908,104
Midtown Business District,Adults 25 Years and Older,2012,Number,38524.09972,105
Midtown Business District,Adults 25 Years and Older,2012,Percent,0.81873,105
Midtown Business District,Children Under 18 Years,2012,Number,3867.18627,105
Midtown Business District,Children Under 18 Years,2012,Percent,0.08219,105
Midtown Business District,Youth 18 to 24 Years,2012,Number,4662.03747,105
Midtown Business District,Youth 18 to 24 Years,2012,Percent,0.09908,105
Murray Hill/Stuyvesant,Adults 25 Years and Older,2012,Number,115529,106
Murray Hill/Stuyvesant,Adults 25 Years and Older,2012,Percent,0.81844,106
Murray Hill/Stuyvesant,Children Under 18 Years,2012,Number,10245,106
Murray Hill/Stuyvesant,Children Under 18 Years,2012,Percent,0.07258,106
Murray Hill/Stuyvesant,Youth 18 to 24 Years,2012,Number,15383,106
Murray Hill/Stuyvesant,Youth 18 to 24 Years,2012,Percent,0.10898,106
Upper West Side,Adults 25 Years and Older,2012,Number,157955,107
Upper West Side,Adults 25 Years and Older,2012,Percent,0.79547,107
Upper West Side,Children Under 18 Years,2012,Number,31471,107
Upper West Side,Children Under 18 Years,2012,Percent,0.15849,107
Upper West Side,Youth 18 to 24 Years,2012,Number,9142,107
Upper West Side,Youth 18 to 24 Years,2012,Percent,0.04604,107
Upper East Side,Adults 25 Years and Older,2012,Number,178826,108
Upper East Side,Adults 25 Years and Older,2012,Percent,0.80968,108
Upper East Side,Children Under 18 Years,2012,Number,30133,108
Upper East Side,Children Under 18 Years,2012,Percent,0.13643,108
Upper East Side,Youth 18 to 24 Years,2012,Number,11902,108
Upper East Side,Youth 18 to 24 Years,2012,Percent,0.05389,108
Manhattanville,Adults 25 Years and Older,2012,Number,86648,109
Manhattanville,Adults 25 Years and Older,2012,Percent,0.67645,109
Manhattanville,Children Under 18 Years,2012,Number,19930,109
Manhattanville,Children Under 18 Years,2012,Percent,0.15559,109
Manhattanville,Youth 18 to 24 Years,2012,Number,21515,109
Manhattanville,Youth 18 to 24 Years,2012,Percent,0.16796,109
Central Harlem,Adults 25 Years and Older,2012,Number,90123,110
Central Harlem,Adults 25 Years and Older,2012,Percent,0.65186,110
Central Harlem,Children Under 18 Years,2012,Number,34523,110
Central Harlem,Children Under 18 Years,2012,Percent,0.2497,110
Central Harlem,Youth 18 to 24 Years,2012,Number,13610,110
Central Harlem,Youth 18 to 24 Years,2012,Percent,0.09844,110
East Harlem,Adults 25 Years and Older,2012,Number,79686,111
East Harlem,Adults 25 Years and Older,2012,Percent,0.6503,111
East Harlem,Children Under 18 Years,2012,Number,27645,111
East Harlem,Children Under 18 Years,2012,Percent,0.2256,111
East Harlem,Youth 18 to 24 Years,2012,Number,15207,111
East Harlem,Youth 18 to 24 Years,2012,Percent,0.1241,111
Washington Heights,Adults 25 Years and Older,2012,Number,154034,112
Washington Heights,Adults 25 Years and Older,2012,Percent,0.72126,112
Washington Heights,Children Under 18 Years,2012,Number,35117,112
Washington Heights,Children Under 18 Years,2012,Percent,0.16443,112
Washington Heights,Youth 18 to 24 Years,2012,Number,24413,112
Washington Heights,Youth 18 to 24 Years,2012,Percent,0.11431,112
Mott Haven,Adults 25 Years and Older,2012,Number,56249.68446,201
Mott Haven,Adults 25 Years and Older,2012,Percent,0.55806,201
Mott Haven,Children Under 18 Years,2012,Number,30029.02731,201
Mott Haven,Children Under 18 Years,2012,Percent,0.29792,201
Mott Haven,Youth 18 to 24 Years,2012,Number,14516.74573,201
Mott Haven,Youth 18 to 24 Years,2012,Percent,0.14402,201
Hunts Point,Adults 25 Years and Older,2012,Number,32119.31554,202
Hunts Point,Adults 25 Years and Older,2012,Percent,0.55806,202
Hunts Point,Children Under 18 Years,2012,Number,17146.97269,202
Hunts Point,Children Under 18 Years,2012,Percent,0.29792,202
Hunts Point,Youth 18 to 24 Years,2012,Number,8289.25427,202
Hunts Point,Youth 18 to 24 Years,2012,Percent,0.14402,202
Morrisania,Adults 25 Years and Older,2012,Number,45215.26416,203
Morrisania,Adults 25 Years and Older,2012,Percent,0.55397,203
Morrisania,Children Under 18 Years,2012,Number,26270.6272,203
Morrisania,Children Under 18 Years,2012,Percent,0.32186,203
Morrisania,Youth 18 to 24 Years,2012,Number,10134.27018,203
Morrisania,Youth 18 to 24 Years,2012,Percent,0.12416,203
Concourse/Highbridge,Adults 25 Years and Older,2012,Number,80190,204
Concourse/Highbridge,Adults 25 Years and Older,2012,Percent,0.58458,204
Concourse/Highbridge,Children Under 18 Years,2012,Number,40184,204
Concourse/Highbridge,Children Under 18 Years,2012,Percent,0.29294,204
Concourse/Highbridge,Youth 18 to 24 Years,2012,Number,16801,204
Concourse/Highbridge,Youth 18 to 24 Years,2012,Percent,0.12248,204
University Heights,Adults 25 Years and Older,2012,Number,78029,205
University Heights,Adults 25 Years and Older,2012,Percent,0.59167,205
University Heights,Children Under 18 Years,2012,Number,36305,205
University Heights,Children Under 18 Years,2012,Percent,0.27529,205
University Heights,Youth 18 to 24 Years,2012,Number,17545,205
University Heights,Youth 18 to 24 Years,2012,Percent,0.13304,205
East Tremont,Adults 25 Years and Older,2012,Number,47202.73584,206
East Tremont,Adults 25 Years and Older,2012,Percent,0.55397,206
East Tremont,Children Under 18 Years,2012,Number,27425.3728,206
East Tremont,Children Under 18 Years,2012,Percent,0.32186,206
East Tremont,Youth 18 to 24 Years,2012,Number,10579.72982,206
East Tremont,Youth 18 to 24 Years,2012,Percent,0.12416,206
Bedford Park,Adults 25 Years and Older,2012,Number,79898,207
Bedford Park,Adults 25 Years and Older,2012,Percent,0.62363,207
Bedford Park,Children Under 18 Years,2012,Number,33492,207
Bedford Park,Children Under 18 Years,2012,Percent,0.26142,207
Bedford Park,Youth 18 to 24 Years,2012,Number,14727,207
Bedford Park,Youth 18 to 24 Years,2012,Percent,0.11495,207
Riverdale,Adults 25 Years and Older,2012,Number,73902,208
Riverdale,Adults 25 Years and Older,2012,Percent,0.7065,208
Riverdale,Children Under 18 Years,2012,Number,20316,208
Riverdale,Children Under 18 Years,2012,Percent,0.19422,208
Riverdale,Youth 18 to 24 Years,2012,Number,10385,208
Riverdale,Youth 18 to 24 Years,2012,Percent,0.09928,208
Unionport/Soundview,Adults 25 Years and Older,2012,Number,115233,209
Unionport/Soundview,Adults 25 Years and Older,2012,Percent,0.64182,209
Unionport/Soundview,Children Under 18 Years,2012,Number,44900,209
Unionport/Soundview,Children Under 18 Years,2012,Percent,0.25008,209
Unionport/Soundview,Youth 18 to 24 Years,2012,Number,19408,209
Unionport/Soundview,Youth 18 to 24 Years,2012,Percent,0.1081,209
Throgs Neck,Adults 25 Years and Older,2012,Number,83155,210
Throgs Neck,Adults 25 Years and Older,2012,Percent,0.69325,210
Throgs Neck,Children Under 18 Years,2012,Number,23147,210
Throgs Neck,Children Under 18 Years,2012,Percent,0.19297,210
Throgs Neck,Youth 18 to 24 Years,2012,Number,13648,210
Throgs Neck,Youth 18 to 24 Years,2012,Percent,0.11378,210
Pelham Parkway,Adults 25 Years and Older,2012,Number,91660,211
Pelham Parkway,Adults 25 Years and Older,2012,Percent,0.67261,211
Pelham Parkway,Children Under 18 Years,2012,Number,31891,211
Pelham Parkway,Children Under 18 Years,2012,Percent,0.23402,211
Pelham Parkway,Youth 18 to 24 Years,2012,Number,12724,211
Pelham Parkway,Youth 18 to 24 Years,2012,Percent,0.09337,211
Williamsbridge,Adults 25 Years and Older,2012,Number,90799,212
Williamsbridge,Adults 25 Years and Older,2012,Percent,0.62296,212
Williamsbridge,Children Under 18 Years,2012,Number,37316,212
Williamsbridge,Children Under 18 Years,2012,Percent,0.25602,212
Williamsbridge,Youth 18 to 24 Years,2012,Number,17639,212
Williamsbridge,Youth 18 to 24 Years,2012,Percent,0.12102,212
Williamsburg/Greenpoint,Adults 25 Years and Older,2012,Number,100415,301
Williamsburg/Greenpoint,Adults 25 Years and Older,2012,Percent,0.6817,301
Williamsburg/Greenpoint,Children Under 18 Years,2012,Number,32968,301
Williamsburg/Greenpoint,Children Under 18 Years,2012,Percent,0.22382,301
Williamsburg/Greenpoint,Youth 18 to 24 Years,2012,Number,13917,301
Williamsburg/Greenpoint,Youth 18 to 24 Years,2012,Percent,0.09448,301
Fort Greene/Brooklyn Hts,Adults 25 Years and Older,2012,Number,93485,302
Fort Greene/Brooklyn Hts,Adults 25 Years and Older,2012,Percent,0.71855,302
Fort Greene/Brooklyn Hts,Children Under 18 Years,2012,Number,22206,302
Fort Greene/Brooklyn Hts,Children Under 18 Years,2012,Percent,0.17068,302
Fort Greene/Brooklyn Hts,Youth 18 to 24 Years,2012,Number,14411,302
Fort Greene/Brooklyn Hts,Youth 18 to 24 Years,2012,Percent,0.11077,302
Bedford Stuyvesant,Adults 25 Years and Older,2012,Number,84906,303
Bedford Stuyvesant,Adults 25 Years and Older,2012,Percent,0.6222,303
Bedford Stuyvesant,Children Under 18 Years,2012,Number,35561,303
Bedford Stuyvesant,Children Under 18 Years,2012,Percent,0.26059,303
Bedford Stuyvesant,Youth 18 to 24 Years,2012,Number,15995,303
Bedford Stuyvesant,Youth 18 to 24 Years,2012,Percent,0.11721,303
Bushwick,Adults 25 Years and Older,2012,Number,89573,304
Bushwick,Adults 25 Years and Older,2012,Percent,0.62298,304
Bushwick,Children Under 18 Years,2012,Number,35226,304
Bushwick,Children Under 18 Years,2012,Percent,0.245,304
Bushwick,Youth 18 to 24 Years,2012,Number,18983,304
Bushwick,Youth 18 to 24 Years,2012,Percent,0.13203,304
East New York,Adults 25 Years and Older,2012,Number,94281,305
East New York,Adults 25 Years and Older,2012,Percent,0.59735,305
East New York,Children Under 18 Years,2012,Number,43648,305
East New York,Children Under 18 Years,2012,Percent,0.27655,305
East New York,Youth 18 to 24 Years,2012,Number,19903,305
East New York,Youth 18 to 24 Years,2012,Percent,0.1261,305
Park Slope,Adults 25 Years and Older,2012,Number,84991,306
Park Slope,Adults 25 Years and Older,2012,Percent,0.77828,306
Park Slope,Children Under 18 Years,2012,Number,17428,306
Park Slope,Children Under 18 Years,2012,Percent,0.15959,306
Park Slope,Youth 18 to 24 Years,2012,Number,6785,306
Park Slope,Youth 18 to 24 Years,2012,Percent,0.06213,306
Sunset Park,Adults 25 Years and Older,2012,Number,99819,307
Sunset Park,Adults 25 Years and Older,2012,Percent,0.65713,307
Sunset Park,Children Under 18 Years,2012,Number,37021,307
Sunset Park,Children Under 18 Years,2012,Percent,0.24372,307
Sunset Park,Youth 18 to 24 Years,2012,Number,15062,307
Sunset Park,Youth 18 to 24 Years,2012,Percent,0.09916,307
Crown Heights North,Adults 25 Years and Older,2012,Number,86484,308
Crown Heights North,Adults 25 Years and Older,2012,Percent,0.71924,308
Crown Heights North,Children Under 18 Years,2012,Number,23685,308
Crown Heights North,Children Under 18 Years,2012,Percent,0.19698,308
Crown Heights North,Youth 18 to 24 Years,2012,Number,10074,308
Crown Heights North,Youth 18 to 24 Years,2012,Percent,0.08378,308
Crown Heights South,Adults 25 Years and Older,2012,Number,71858,309
Crown Heights South,Adults 25 Years and Older,2012,Percent,0.63319,309
Crown Heights South,Children Under 18 Years,2012,Number,27950,309
Crown Heights South,Children Under 18 Years,2012,Percent,0.24629,309
Crown Heights South,Youth 18 to 24 Years,2012,Number,13677,309
Crown Heights South,Youth 18 to 24 Years,2012,Percent,0.12052,309
Bay Ridge,Adults 25 Years and Older,2012,Number,89698,310
Bay Ridge,Adults 25 Years and Older,2012,Percent,0.70362,310
Bay Ridge,Children Under 18 Years,2012,Number,27312,310
Bay Ridge,Children Under 18 Years,2012,Percent,0.21424,310
Bay Ridge,Youth 18 to 24 Years,2012,Number,10471,310
Bay Ridge,Youth 18 to 24 Years,2012,Percent,0.08214,310
Bensonhurst,Adults 25 Years and Older,2012,Number,133555,311
Bensonhurst,Adults 25 Years and Older,2012,Percent,0.70507,311
Bensonhurst,Children Under 18 Years,2012,Number,37324,311
Bensonhurst,Children Under 18 Years,2012,Percent,0.19704,311
