"Name","Graduation Rate by Race/Ethnicity"
"Description","New York City public high school students who graduated as of June after four years of instruction."
"Source Notes","New York City Department of Education, Graduation Results (School Years 2004-05 to 2018-19); retrieved from&nbsp;<a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a><a href=""https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results"">https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results</a>&nbsp;<a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a><a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a>"
"Notes","All data represent outcomes as of June after four years of instruction. In order to comply with FERPA regulations on public reporting of education outcomes, breakdowns where the number of students in the cohort is 5 or less are suppressed and maps and tables display ""no data"" or ""0""."

Location,Race/Ethnicity,TimeFrame,DataFormat,Data,Fips
"Bayside, Douglaston, Little Neck",Asian,2003,Percent,0.8162,SD26
"Bayside, Douglaston, Little Neck",Asian,2004,Percent,0.8144,SD26
"Bayside, Douglaston, Little Neck",Black,2001,Percent,0.6283,SD26
"Bayside, Douglaston, Little Neck",Black,2002,Percent,0.6357,SD26
"Bayside, Douglaston, Little Neck",Black,2003,Percent,0.68919,SD26
"Bayside, Douglaston, Little Neck",Black,2004,Percent,0.69043,SD26
"Bayside, Douglaston, Little Neck",Latino,2001,Percent,0.61509,SD26
"Bayside, Douglaston, Little Neck",Latino,2002,Percent,0.63201,SD26
"Bayside, Douglaston, Little Neck",Latino,2003,Percent,0.65289,SD26
"Bayside, Douglaston, Little Neck",Latino,2004,Percent,0.70634,SD26
"Bayside, Douglaston, Little Neck",White,2001,Percent,0.7161,SD26
"Bayside, Douglaston, Little Neck",White,2002,Percent,0.76406,SD26
"Bayside, Douglaston, Little Neck",White,2003,Percent,0.79111,SD26
"Bayside, Douglaston, Little Neck",White,2004,Percent,0.78359,SD26
"Jamaica, Howard Beach, Rockaways",Asian,2001,Percent,0.5,SD27
"Jamaica, Howard Beach, Rockaways",Asian,2002,Percent,0.53769,SD27
"Jamaica, Howard Beach, Rockaways",Asian,2003,Percent,0.53559,SD27
"Jamaica, Howard Beach, Rockaways",Asian,2004,Percent,0.52652,SD27
"Jamaica, Howard Beach, Rockaways",Black,2001,Percent,0.37593,SD27
"Jamaica, Howard Beach, Rockaways",Black,2002,Percent,0.41849,SD27
"Jamaica, Howard Beach, Rockaways",Black,2003,Percent,0.38728,SD27
"Jamaica, Howard Beach, Rockaways",Black,2004,Percent,0.41955,SD27
"Jamaica, Howard Beach, Rockaways",Latino,2001,Percent,0.3873,SD27
"Jamaica, Howard Beach, Rockaways",Latino,2002,Percent,0.43712,SD27
"Jamaica, Howard Beach, Rockaways",Latino,2003,Percent,0.40367,SD27
"Jamaica, Howard Beach, Rockaways",Latino,2004,Percent,0.41353,SD27
"Jamaica, Howard Beach, Rockaways",White,2001,Percent,0.404,SD27
"Jamaica, Howard Beach, Rockaways",White,2002,Percent,0.39086,SD27
"Jamaica, Howard Beach, Rockaways",White,2003,Percent,0.45701,SD27
"Jamaica, Howard Beach, Rockaways",White,2004,Percent,0.40201,SD27
"Jamaica, Forest Hills",Asian,2001,Percent,0.72603,SD28
"Jamaica, Forest Hills",Asian,2002,Percent,0.75246,SD28
"Jamaica, Forest Hills",Asian,2003,Percent,0.75437,SD28
"Jamaica, Forest Hills",Asian,2004,Percent,0.74489,SD28
"Jamaica, Forest Hills",Black,2001,Percent,0.55005,SD28
"Jamaica, Forest Hills",Black,2002,Percent,0.5727,SD28
"Jamaica, Forest Hills",Black,2003,Percent,0.59352,SD28
"Jamaica, Forest Hills",Black,2004,Percent,0.55375,SD28
"Jamaica, Forest Hills",Latino,2001,Percent,0.54891,SD28
"Jamaica, Forest Hills",Latino,2002,Percent,0.55538,SD28
"Jamaica, Forest Hills",Latino,2003,Percent,0.56454,SD28
"Jamaica, Forest Hills",Latino,2004,Percent,0.57223,SD28
"Jamaica, Forest Hills",White,2001,Percent,0.74913,SD28
"Jamaica, Forest Hills",White,2002,Percent,0.75042,SD28
"Jamaica, Forest Hills",White,2003,Percent,0.74242,SD28
"Jamaica, Forest Hills",White,2004,Percent,0.78753,SD28
"Queens Village, Rosedale, Hollis",Asian,2001,Percent,0.53846,SD29
"Queens Village, Rosedale, Hollis",Asian,2002,Percent,0.68293,SD29
"Queens Village, Rosedale, Hollis",Asian,2003,Percent,0.65714,SD29
"Queens Village, Rosedale, Hollis",Asian,2004,Percent,0.72727,SD29
"Queens Village, Rosedale, Hollis",Black,2001,Percent,0.42582,SD29
"Queens Village, Rosedale, Hollis",Black,2002,Percent,0.47156,SD29
"Queens Village, Rosedale, Hollis",Black,2003,Percent,0.48603,SD29
"Queens Village, Rosedale, Hollis",Black,2004,Percent,0.59874,SD29
"Queens Village, Rosedale, Hollis",Latino,2001,Percent,0.36923,SD29
"Queens Village, Rosedale, Hollis",Latino,2002,Percent,0.35211,SD29
"Queens Village, Rosedale, Hollis",Latino,2003,Percent,0.45,SD29
"Queens Village, Rosedale, Hollis",Latino,2004,Percent,0.55769,SD29
"Queens Village, Rosedale, Hollis",White,2001,Percent,No Data,SD29
"Queens Village, Rosedale, Hollis",White,2002,Percent,No Data,SD29
"Queens Village, Rosedale, Hollis",White,2003,Percent,No Data,SD29
"Queens Village, Rosedale, Hollis",White,2004,Percent,No Data,SD29
"Long Island City, Astoria",Asian,2001,Percent,0.63536,SD30
"Long Island City, Astoria",Asian,2002,Percent,0.61236,SD30
"Long Island City, Astoria",Asian,2003,Percent,0.67123,SD30
"Long Island City, Astoria",Asian,2004,Percent,0.62241,SD30
"Long Island City, Astoria",Black,2001,Percent,0.4797,SD30
"Long Island City, Astoria",Black,2002,Percent,0.31746,SD30
"Long Island City, Astoria",Black,2003,Percent,0.49563,SD30
"Long Island City, Astoria",Black,2004,Percent,0.48727,SD30
"Long Island City, Astoria",Latino,2001,Percent,0.4321,SD30
"Long Island City, Astoria",Latino,2002,Percent,0.44228,SD30
"Long Island City, Astoria",Latino,2003,Percent,0.46355,SD30
"Long Island City, Astoria",Latino,2004,Percent,0.49213,SD30
"Long Island City, Astoria",White,2001,Percent,0.59234,SD30
"Long Island City, Astoria",White,2002,Percent,0.65217,SD30
"Long Island City, Astoria",White,2003,Percent,0.69778,SD30
"Long Island City, Astoria",White,2004,Percent,0.68278,SD30
Staten Island,Asian,2001,Percent,0.82154,SD31
Staten Island,Asian,2002,Percent,0.84936,SD31
Staten Island,Asian,2003,Percent,0.84123,SD31
Staten Island,Asian,2004,Percent,0.87879,SD31
Staten Island,Black,2001,Percent,0.47708,SD31
Staten Island,Black,2002,Percent,0.52765,SD31
Staten Island,Black,2003,Percent,0.56268,SD31
Staten Island,Black,2004,Percent,0.52252,SD31
Staten Island,Latino,2001,Percent,0.54466,SD31
Staten Island,Latino,2002,Percent,0.50435,SD31
Staten Island,Latino,2003,Percent,0.52778,SD31
Staten Island,Latino,2004,Percent,0.53962,SD31
Staten Island,White,2001,Percent,0.75278,SD31
Staten Island,White,2002,Percent,0.75676,SD31
Staten Island,White,2003,Percent,0.75536,SD31
Staten Island,White,2004,Percent,0.76329,SD31
Bushwick,Asian,2001,Percent,No Data,SD32
Bushwick,Asian,2002,Percent,No Data,SD32
Bushwick,Asian,2003,Percent,No Data,SD32
Bushwick,Asian,2004,Percent,No Data,SD32
Bushwick,Black,2001,Percent,0.20915,SD32
Bushwick,Black,2002,Percent,0.25294,SD32
Bushwick,Black,2003,Percent,0.41379,SD32
Bushwick,Black,2004,Percent,0.45455,SD32
Bushwick,Latino,2001,Percent,0.28508,SD32
Bushwick,Latino,2002,Percent,0.45809,SD32
Bushwick,Latino,2003,Percent,0.53358,SD32
Bushwick,Latino,2004,Percent,0.55179,SD32
Bushwick,White,2001,Percent,No Data,SD32
Bushwick,White,2002,Percent,No Data,SD32
Bushwick,White,2003,Percent,No Data,SD32
Bushwick,White,2004,Percent,No Data,SD32
"Eastchester, Baychester, Co-op City",Latino,2001,Percent,0.32583,SD11
"Eastchester, Baychester, Co-op City",Latino,2002,Percent,0.43419,SD11
"Eastchester, Baychester, Co-op City",Latino,2003,Percent,0.45861,SD11
"Eastchester, Baychester, Co-op City",Latino,2004,Percent,0.55321,SD11
New York City,Asian,2005,Percent,0.68854,3651000
New York City,Asian,2006,Percent,0.69351,3651000
New York City,Asian,2007,Percent,0.73268,3651000
New York City,Asian,2008,Percent,0.75233,3651000
New York City,Asian,2009,Percent,0.77611,3651000
New York City,Asian,2010,Percent,0.79761,3651000
New York City,Asian,2011,Percent,0.79395,3651000
New York City,Asian,2012,Percent,0.79111,3651000
New York City,Asian,2013,Percent,0.77404,3651000
New York City,Asian,2014,Percent,0.79432,3651000
New York City,Black,2005,Percent,0.44521,3651000
New York City,Black,2006,Percent,0.47123,3651000
New York City,Black,2007,Percent,0.51191,3651000
New York City,Black,2008,Percent,0.53728,3651000
New York City,Black,2009,Percent,0.55681,3651000
New York City,Black,2010,Percent,0.57613,3651000
New York City,Black,2011,Percent,0.55496,3651000
New York City,Black,2012,Percent,0.54989,3651000
New York City,Black,2013,Percent,0.55958,3651000
New York City,Black,2014,Percent,0.58845,3651000
New York City,Latino,2005,Percent,0.41363,3651000
New York City,Latino,2006,Percent,0.43661,3651000
New York City,Latino,2007,Percent,0.46691,3651000
New York City,Latino,2008,Percent,0.50809,3651000
New York City,Latino,2009,Percent,0.53469,3651000
New York City,Latino,2010,Percent,0.55287,3651000
New York City,Latino,2011,Percent,0.54041,3651000
New York City,Latino,2012,Percent,0.52688,3651000
New York City,Latino,2013,Percent,0.53635,3651000
New York City,Latino,2014,Percent,0.56622,3651000
New York City,White,2005,Percent,0.67556,3651000
New York City,White,2006,Percent,0.69527,3651000
New York City,White,2007,Percent,0.71005,3651000
New York City,White,2008,Percent,0.72938,3651000
New York City,White,2009,Percent,0.7492,3651000
New York City,White,2010,Percent,0.76343,3651000
New York City,White,2011,Percent,0.75705,3651000
New York City,White,2012,Percent,0.7515,3651000
New York City,White,2013,Percent,0.76405,3651000
New York City,White,2014,Percent,0.77838,3651000
Bronx,Asian,2005,Percent,0.76886,36005
Bronx,Asian,2006,Percent,0.74513,36005
Bronx,Asian,2007,Percent,0.8346,36005
Bronx,Asian,2008,Percent,0.84097,36005
Bronx,Asian,2009,Percent,0.87467,36005
Bronx,Asian,2010,Percent,0.85455,36005
Bronx,Asian,2011,Percent,0.8607,36005
Bronx,Asian,2012,Percent,0.8324,36005
Bronx,Asian,2013,Percent,0.82773,36005
Bronx,Asian,2014,Percent,0.84891,36005
Bronx,Black,2005,Percent,0.45068,36005
Bronx,Black,2006,Percent,0.4636,36005
Bronx,Black,2007,Percent,0.51007,36005
Bronx,Black,2008,Percent,0.54215,36005
Bronx,Black,2009,Percent,0.55722,36005
Bronx,Black,2010,Percent,0.56725,36005
Bronx,Black,2011,Percent,0.51567,36005
Bronx,Black,2012,Percent,0.51325,36005
Bronx,Black,2013,Percent,0.5263,36005
Bronx,Black,2014,Percent,0.55657,36005
Bronx,Latino,2005,Percent,0.38497,36005
Bronx,Latino,2006,Percent,0.41766,36005
Bronx,Latino,2007,Percent,0.44041,36005
Bronx,Latino,2008,Percent,0.49804,36005
Bronx,Latino,2009,Percent,0.51865,36005
Bronx,Latino,2010,Percent,0.5182,36005
Bronx,Latino,2011,Percent,0.49192,36005
Bronx,Latino,2012,Percent,0.45603,36005
Bronx,Latino,2013,Percent,0.47436,36005
Bronx,Latino,2014,Percent,0.49403,36005
Bronx,White,2005,Percent,0.66209,36005
Bronx,White,2006,Percent,0.69016,36005
Bronx,White,2007,Percent,0.68233,36005
Bronx,White,2008,Percent,0.70242,36005
Bronx,White,2009,Percent,0.67773,36005
Bronx,White,2010,Percent,0.70447,36005
Bronx,White,2011,Percent,0.71451,36005
Bronx,White,2012,Percent,0.7248,36005
Bronx,White,2013,Percent,0.75211,36005
Bronx,White,2014,Percent,0.7642,36005
Brooklyn,Asian,2005,Percent,0.64681,36047
Brooklyn,Asian,2006,Percent,0.66591,36047
Brooklyn,Asian,2007,Percent,0.70158,36047
Brooklyn,Asian,2008,Percent,0.73166,36047
Brooklyn,Asian,2009,Percent,0.73187,36047
Brooklyn,Asian,2010,Percent,0.78576,36047
Brooklyn,Asian,2011,Percent,0.78189,36047
Brooklyn,Asian,2012,Percent,0.7696,36047
Brooklyn,Asian,2013,Percent,0.74495,36047
Brooklyn,Asian,2014,Percent,0.77404,36047
Brooklyn,Black,2005,Percent,0.46572,36047
Brooklyn,Black,2006,Percent,0.47815,36047
Brooklyn,Black,2007,Percent,0.50096,36047
Brooklyn,Black,2008,Percent,0.53563,36047
Brooklyn,Black,2009,Percent,0.54584,36047
Brooklyn,Black,2010,Percent,0.56845,36047
Brooklyn,Black,2011,Percent,0.55311,36047
Brooklyn,Black,2012,Percent,0.56685,36047
Brooklyn,Black,2013,Percent,0.57627,36047
Brooklyn,Black,2014,Percent,0.60447,36047
Brooklyn,Latino,2005,Percent,0.3844,36047
Brooklyn,Latino,2006,Percent,0.40437,36047
Brooklyn,Latino,2007,Percent,0.44014,36047
Brooklyn,Latino,2008,Percent,0.4672,36047
Brooklyn,Latino,2009,Percent,0.49763,36047
Brooklyn,Latino,2010,Percent,0.50978,36047
Brooklyn,Latino,2011,Percent,0.52273,36047
Brooklyn,Latino,2012,Percent,0.51187,36047
Brooklyn,Latino,2013,Percent,0.52504,36047
Brooklyn,Latino,2014,Percent,0.5464,36047
Brooklyn,White,2005,Percent,0.6437,36047
Brooklyn,White,2006,Percent,0.65225,36047
Brooklyn,White,2007,Percent,0.64493,36047
Brooklyn,White,2008,Percent,0.68252,36047
Brooklyn,White,2009,Percent,0.69986,36047
Brooklyn,White,2010,Percent,0.71031,36047
Brooklyn,White,2011,Percent,0.70217,36047
Brooklyn,White,2012,Percent,0.70039,36047
Brooklyn,White,2013,Percent,0.71271,36047
Brooklyn,White,2014,Percent,0.73417,36047
Manhattan,Asian,2005,Percent,0.81683,36061
Manhattan,Asian,2006,Percent,0.80175,36061
Manhattan,Asian,2007,Percent,0.79266,36061
Manhattan,Asian,2008,Percent,0.80159,36061
Manhattan,Asian,2009,Percent,0.83243,36061
Manhattan,Asian,2010,Percent,0.83882,36061
Manhattan,Asian,2011,Percent,0.81901,36061
Manhattan,Asian,2012,Percent,0.82196,36061
Manhattan,Asian,2013,Percent,0.80009,36061
Manhattan,Asian,2014,Percent,0.80725,36061
Manhattan,Black,2005,Percent,0.54964,36061
Manhattan,Black,2006,Percent,0.55088,36061
Manhattan,Black,2007,Percent,0.51465,36061
Manhattan,Black,2008,Percent,0.53134,36061
Manhattan,Black,2009,Percent,0.57133,36061
Manhattan,Black,2010,Percent,0.58986,36061
Manhattan,Black,2011,Percent,0.56895,36061
Manhattan,Black,2012,Percent,0.56008,36061
Manhattan,Black,2013,Percent,0.57024,36061
Manhattan,Black,2014,Percent,0.60258,36061
Manhattan,Latino,2005,Percent,0.52848,36061
Manhattan,Latino,2006,Percent,0.52712,36061
Manhattan,Latino,2007,Percent,0.5012,36061
Manhattan,Latino,2008,Percent,0.54272,36061
Manhattan,Latino,2009,Percent,0.58189,36061
Manhattan,Latino,2010,Percent,0.59261,36061
Manhattan,Latino,2011,Percent,0.56443,36061
Manhattan,Latino,2012,Percent,0.56252,36061
Manhattan,Latino,2013,Percent,0.57302,36061
Manhattan,Latino,2014,Percent,0.60836,36061
Manhattan,White,2005,Percent,0.83796,36061
Manhattan,White,2006,Percent,0.81954,36061
Manhattan,White,2007,Percent,0.826,36061
Manhattan,White,2008,Percent,0.82476,36061
Manhattan,White,2009,Percent,0.85732,36061
Manhattan,White,2010,Percent,0.85555,36061
Manhattan,White,2011,Percent,0.83919,36061
Manhattan,White,2012,Percent,0.84121,36061
Manhattan,White,2013,Percent,0.82856,36061
Manhattan,White,2014,Percent,0.83812,36061
Queens,Asian,2005,Percent,0.68004,36081
Queens,Asian,2006,Percent,0.68154,36081
Queens,Asian,2007,Percent,0.71511,36081
Queens,Asian,2008,Percent,0.72517,36081
Queens,Asian,2009,Percent,0.75806,36081
Queens,Asian,2010,Percent,0.7699,36081
Queens,Asian,2011,Percent,0.77052,36081
Queens,Asian,2012,Percent,0.77477,36081
Queens,Asian,2013,Percent,0.76359,36081
Queens,Asian,2014,Percent,0.78112,36081
Queens,Black,2005,Percent,0.48415,36081
Queens,Black,2006,Percent,0.50143,36081
Queens,Black,2007,Percent,0.53222,36081
Queens,Black,2008,Percent,0.54489,36081
Queens,Black,2009,Percent,0.56641,36081
Queens,Black,2010,Percent,0.58878,36081
Queens,Black,2011,Percent,0.58294,36081
Queens,Black,2012,Percent,0.53797,36081
Queens,Black,2013,Percent,0.5457,36081
Queens,Black,2014,Percent,0.56756,36081
Queens,Latino,2005,Percent,0.45853,36081
Queens,Latino,2006,Percent,0.46656,36081
Queens,Latino,2007,Percent,0.47866,36081
Queens,Latino,2008,Percent,0.51327,36081
Queens,Latino,2009,Percent,0.53192,36081
Queens,Latino,2010,Percent,0.57829,36081
Queens,Latino,2011,Percent,0.58347,36081
Queens,Latino,2012,Percent,0.57568,36081
Queens,Latino,2013,Percent,0.57312,36081
Queens,Latino,2014,Percent,0.61119,36081
Queens,White,2005,Percent,0.65311,36081
Queens,White,2006,Percent,0.66654,36081
Queens,White,2007,Percent,0.6905,36081
Queens,White,2008,Percent,0.70389,36081
Queens,White,2009,Percent,0.71502,36081
Queens,White,2010,Percent,0.73376,36081
Queens,White,2011,Percent,0.73554,36081
Queens,White,2012,Percent,0.72539,36081
Queens,White,2013,Percent,0.74848,36081
Queens,White,2014,Percent,0.75584,36081
Staten Island,Asian,2005,Percent,0.82154,36085
Staten Island,Asian,2006,Percent,0.84936,36085
Staten Island,Asian,2007,Percent,0.84123,36085
Staten Island,Asian,2008,Percent,0.87879,36085
Staten Island,Asian,2009,Percent,0.864,36085
Staten Island,Asian,2010,Percent,0.89425,36085
Staten Island,Asian,2011,Percent,0.91443,36085
Staten Island,Asian,2012,Percent,0.91905,36085
Staten Island,Asian,2013,Percent,0.89381,36085
Staten Island,Asian,2014,Percent,0.94498,36085
Staten Island,Black,2005,Percent,0.47708,36085
Staten Island,Black,2006,Percent,0.52765,36085
Staten Island,Black,2007,Percent,0.56268,36085
Staten Island,Black,2008,Percent,0.52252,36085
Staten Island,Black,2009,Percent,0.56915,36085
Staten Island,Black,2010,Percent,0.58038,36085
Staten Island,Black,2011,Percent,0.57688,36085
Staten Island,Black,2012,Percent,0.57625,36085
Staten Island,Black,2013,Percent,0.58035,36085
Staten Island,Black,2014,Percent,0.63362,36085
Staten Island,Latino,2005,Percent,0.54466,36085
Staten Island,Latino,2006,Percent,0.50435,36085
Staten Island,Latino,2007,Percent,0.52778,36085
Staten Island,Latino,2008,Percent,0.53962,36085
Staten Island,Latino,2009,Percent,0.541,36085
Staten Island,Latino,2010,Percent,0.61591,36085
Staten Island,Latino,2011,Percent,0.58859,36085
Staten Island,Latino,2012,Percent,0.60511,36085
Staten Island,Latino,2013,Percent,0.59553,36085
Staten Island,Latino,2014,Percent,0.65613,36085
Staten Island,White,2005,Percent,0.75278,36085
Staten Island,White,2006,Percent,0.75676,36085
Staten Island,White,2007,Percent,0.75536,36085
Staten Island,White,2008,Percent,0.76329,36085
Staten Island,White,2009,Percent,0.78846,36085
Staten Island,White,2010,Percent,0.80387,36085
Staten Island,White,2011,Percent,0.80358,36085
Staten Island,White,2012,Percent,0.78746,36085
Staten Island,White,2013,Percent,0.80129,36085
Staten Island,White,2014,Percent,0.81753,36085
Lower East Side,Asian,2005,Percent,0.86441,SD1
Lower East Side,Asian,2006,Percent,0.64286,SD1
Lower East Side,Asian,2007,Percent,0.53125,SD1
Lower East Side,Asian,2008,Percent,0.64032,SD1
Lower East Side,Asian,2009,Percent,0.5814,SD1
Lower East Side,Asian,2010,Percent,0.66421,SD1
Lower East Side,Asian,2011,Percent,0.69369,SD1
Lower East Side,Asian,2012,Percent,0.67829,SD1
Lower East Side,Asian,2013,Percent,0.55405,SD1
Lower East Side,Asian,2014,Percent,0.46243,SD1
Lower East Side,Black,2005,Percent,0.6988,SD1
Lower East Side,Black,2006,Percent,0.54945,SD1
Lower East Side,Black,2007,Percent,0.49541,SD1
Lower East Side,Black,2008,Percent,0.6732,SD1
Lower East Side,Black,2009,Percent,0.51111,SD1
Lower East Side,Black,2010,Percent,0.52632,SD1
Lower East Side,Black,2011,Percent,0.44105,SD1
Lower East Side,Black,2012,Percent,0.49811,SD1
Lower East Side,Black,2013,Percent,0.48047,SD1
Lower East Side,Black,2014,Percent,0.48848,SD1
Lower East Side,Latino,2005,Percent,0.52174,SD1
Lower East Side,Latino,2006,Percent,0.4527,SD1
Lower East Side,Latino,2007,Percent,0.47222,SD1
Lower East Side,Latino,2008,Percent,0.53435,SD1
Lower East Side,Latino,2009,Percent,0.55676,SD1
Lower East Side,Latino,2010,Percent,0.50154,SD1
Lower East Side,Latino,2011,Percent,0.47875,SD1
Lower East Side,Latino,2012,Percent,0.46137,SD1
Lower East Side,Latino,2013,Percent,0.4335,SD1
Lower East Side,Latino,2014,Percent,0.41645,SD1
Lower East Side,White,2005,Percent,0.90323,SD1
Lower East Side,White,2006,Percent,0.89286,SD1
Lower East Side,White,2007,Percent,0.81609,SD1
Lower East Side,White,2008,Percent,0.87143,SD1
Lower East Side,White,2009,Percent,0.85542,SD1
Lower East Side,White,2010,Percent,0.91453,SD1
Lower East Side,White,2011,Percent,0.87898,SD1
Lower East Side,White,2012,Percent,0.83803,SD1
Lower East Side,White,2013,Percent,0.89565,SD1
Lower East Side,White,2014,Percent,0.88079,SD1
"Stuyvesant Town, Upper E. Side",Asian,2005,Percent,0.80997,SD2
"Stuyvesant Town, Upper E. Side",Asian,2006,Percent,0.81254,SD2
"Stuyvesant Town, Upper E. Side",Asian,2007,Percent,0.79828,SD2
"Stuyvesant Town, Upper E. Side",Asian,2008,Percent,0.80875,SD2
"Stuyvesant Town, Upper E. Side",Asian,2009,Percent,0.84746,SD2
"Stuyvesant Town, Upper E. Side",Asian,2010,Percent,0.85471,SD2
"Stuyvesant Town, Upper E. Side",Asian,2011,Percent,0.84153,SD2
"Stuyvesant Town, Upper E. Side",Asian,2012,Percent,0.84245,SD2
"Stuyvesant Town, Upper E. Side",Asian,2013,Percent,0.82399,SD2
"Stuyvesant Town, Upper E. Side",Asian,2014,Percent,0.85251,SD2
"Stuyvesant Town, Upper E. Side",Black,2005,Percent,0.49675,SD2
"Stuyvesant Town, Upper E. Side",Black,2006,Percent,0.51674,SD2
"Stuyvesant Town, Upper E. Side",Black,2007,Percent,0.47042,SD2
"Stuyvesant Town, Upper E. Side",Black,2008,Percent,0.50185,SD2
"Stuyvesant Town, Upper E. Side",Black,2009,Percent,0.55329,SD2
"Stuyvesant Town, Upper E. Side",Black,2010,Percent,0.58372,SD2
"Stuyvesant Town, Upper E. Side",Black,2011,Percent,0.57102,SD2
"Stuyvesant Town, Upper E. Side",Black,2012,Percent,0.57062,SD2
"Stuyvesant Town, Upper E. Side",Black,2013,Percent,0.5699,SD2
"Stuyvesant Town, Upper E. Side",Black,2014,Percent,0.61182,SD2
"Stuyvesant Town, Upper E. Side",Latino,2005,Percent,0.49795,SD2
"Stuyvesant Town, Upper E. Side",Latino,2006,Percent,0.50787,SD2
"Stuyvesant Town, Upper E. Side",Latino,2007,Percent,0.45896,SD2
"Stuyvesant Town, Upper E. Side",Latino,2008,Percent,0.51842,SD2
"Stuyvesant Town, Upper E. Side",Latino,2009,Percent,0.55445,SD2
"Stuyvesant Town, Upper E. Side",Latino,2010,Percent,0.5796,SD2
"Stuyvesant Town, Upper E. Side",Latino,2011,Percent,0.56717,SD2
"Stuyvesant Town, Upper E. Side",Latino,2012,Percent,0.5686,SD2
"Stuyvesant Town, Upper E. Side",Latino,2013,Percent,0.58324,SD2
"Stuyvesant Town, Upper E. Side",Latino,2014,Percent,0.6156,SD2
"Stuyvesant Town, Upper E. Side",White,2005,Percent,0.82731,SD2
"Stuyvesant Town, Upper E. Side",White,2006,Percent,0.80183,SD2
"Stuyvesant Town, Upper E. Side",White,2007,Percent,0.79292,SD2
"Stuyvesant Town, Upper E. Side",White,2008,Percent,0.77801,SD2
"Stuyvesant Town, Upper E. Side",White,2009,Percent,0.82121,SD2
"Stuyvesant Town, Upper E. Side",White,2010,Percent,0.80773,SD2
"Stuyvesant Town, Upper E. Side",White,2011,Percent,0.78672,SD2
"Stuyvesant Town, Upper E. Side",White,2012,Percent,0.80235,SD2
"Stuyvesant Town, Upper E. Side",White,2013,Percent,0.79696,SD2
"Stuyvesant Town, Upper E. Side",White,2014,Percent,0.79528,SD2
Upper West Side,Asian,2005,Percent,0.89209,SD3
Upper West Side,Asian,2006,Percent,0.92414,SD3
Upper West Side,Asian,2007,Percent,0.92568,SD3
Upper West Side,Asian,2008,Percent,0.92486,SD3
Upper West Side,Asian,2009,Percent,0.93333,SD3
Upper West Side,Asian,2010,Percent,0.93846,SD3
Upper West Side,Asian,2011,Percent,0.72862,SD3
Upper West Side,Asian,2012,Percent,0.79386,SD3
Upper West Side,Asian,2013,Percent,0.9,SD3
Upper West Side,Asian,2014,Percent,0.91342,SD3
Upper West Side,Black,2005,Percent,0.62183,SD3
Upper West Side,Black,2006,Percent,0.60749,SD3
Upper West Side,Black,2007,Percent,0.53379,SD3
Upper West Side,Black,2008,Percent,0.57018,SD3
Upper West Side,Black,2009,Percent,0.59283,SD3
Upper West Side,Black,2010,Percent,0.60905,SD3
Upper West Side,Black,2011,Percent,0.55485,SD3
Upper West Side,Black,2012,Percent,0.54185,SD3
Upper West Side,Black,2013,Percent,0.5885,SD3
Upper West Side,Black,2014,Percent,0.61745,SD3
Upper West Side,Latino,2005,Percent,0.5409,SD3
Upper West Side,Latino,2006,Percent,0.52874,SD3
Upper West Side,Latino,2007,Percent,0.4669,SD3
Upper West Side,Latino,2008,Percent,0.50384,SD3
Upper West Side,Latino,2009,Percent,0.54228,SD3
Upper West Side,Latino,2010,Percent,0.52686,SD3
Upper West Side,Latino,2011,Percent,0.51838,SD3
Upper West Side,Latino,2012,Percent,0.51176,SD3
Upper West Side,Latino,2013,Percent,0.51111,SD3
Upper West Side,Latino,2014,Percent,0.60112,SD3
Upper West Side,White,2005,Percent,0.87533,SD3
Upper West Side,White,2006,Percent,0.90686,SD3
Upper West Side,White,2007,Percent,0.92,SD3
Upper West Side,White,2008,Percent,0.91892,SD3
Upper West Side,White,2009,Percent,0.9379,SD3
Upper West Side,White,2010,Percent,0.94845,SD3
Upper West Side,White,2011,Percent,0.94612,SD3
Upper West Side,White,2012,Percent,0.93361,SD3
Upper West Side,White,2013,Percent,0.89669,SD3
Upper West Side,White,2014,Percent,0.90104,SD3
East Harlem,Asian,2005,Percent,0.7234,SD4
East Harlem,Asian,2006,Percent,0.83333,SD4
East Harlem,Asian,2007,Percent,0.87755,SD4
East Harlem,Asian,2008,Percent,0.84615,SD4
East Harlem,Asian,2009,Percent,0.88636,SD4
East Harlem,Asian,2010,Percent,0.87654,SD4
East Harlem,Asian,2011,Percent,0.94898,SD4
East Harlem,Asian,2012,Percent,0.91429,SD4
East Harlem,Asian,2013,Percent,0.91919,SD4
East Harlem,Asian,2014,Percent,0.90826,SD4
East Harlem,Black,2005,Percent,0.53759,SD4
East Harlem,Black,2006,Percent,0.62452,SD4
East Harlem,Black,2007,Percent,0.63636,SD4
East Harlem,Black,2008,Percent,0.63913,SD4
East Harlem,Black,2009,Percent,0.57096,SD4
East Harlem,Black,2010,Percent,0.62595,SD4
East Harlem,Black,2011,Percent,0.58163,SD4
East Harlem,Black,2012,Percent,0.609,SD4
East Harlem,Black,2013,Percent,0.67424,SD4
East Harlem,Black,2014,Percent,0.69291,SD4
