"Name","Graduation Rate by Economic Status"
"Description","New York City public high school students who graduated as of June after four years of instruction."
"Source Notes","New York City Department of Education, Graduation Results (School Years 2004-05 to 2018-19); retrieved from&nbsp;<a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a><a href=""https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results"">https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results</a>&nbsp;"
"Notes","All data represent outcomes as of June after four years of instruction. In order to comply with FERPA regulations on public reporting of education outcomes, breakdowns where the number of students in the cohort is 5 or less are suppressed and maps and tables display ""no data"" or ""0""."

Location,Economic Status,TimeFrame,DataFormat,Data,Fips
"Williamsburg, Greenpoint",Economically Disadvantaged,2010,Percent,0.67813,SD14
"Williamsburg, Greenpoint",Not Economically Disadvantaged,2010,Percent,0.54839,SD14
"S. Brooklyn, Park Slope, Sunset Park",Economically Disadvantaged,2010,Percent,0.5167,SD15
"S. Brooklyn, Park Slope, Sunset Park",Not Economically Disadvantaged,2010,Percent,0.45342,SD15
Bedford Stuyvesant,Economically Disadvantaged,2010,Percent,0.4378,SD16
Bedford Stuyvesant,Not Economically Disadvantaged,2010,Percent,0.34061,SD16
Crown Heights,Economically Disadvantaged,2010,Percent,0.6041,SD17
Crown Heights,Not Economically Disadvantaged,2010,Percent,0.5123,SD17
"East Flatbush, Canarsie",Economically Disadvantaged,2010,Percent,0.36601,SD18
"East Flatbush, Canarsie",Not Economically Disadvantaged,2010,Percent,0.32751,SD18
East New York,Economically Disadvantaged,2010,Percent,0.53659,SD19
East New York,Not Economically Disadvantaged,2010,Percent,0.31591,SD19
"Bay Ridge, Bensonhurst",Economically Disadvantaged,2010,Percent,0.63826,SD20
"Bay Ridge, Bensonhurst",Not Economically Disadvantaged,2010,Percent,0.57002,SD20
"Gravesend, Coney Island",Economically Disadvantaged,2010,Percent,0.64831,SD21
"Gravesend, Coney Island",Not Economically Disadvantaged,2010,Percent,0.43158,SD21
"Flatbush, Midwood, Sheepshead Bay",Economically Disadvantaged,2010,Percent,0.72537,SD22
"Flatbush, Midwood, Sheepshead Bay",Not Economically Disadvantaged,2010,Percent,0.73363,SD22
"Brownsville, Ocean Hill",Economically Disadvantaged,2010,Percent,0.45361,SD23
"Brownsville, Ocean Hill",Not Economically Disadvantaged,2010,Percent,0.23239,SD23
"Sunnyside, Woodside, Jackson Hts",Economically Disadvantaged,2010,Percent,0.62221,SD24
"Sunnyside, Woodside, Jackson Hts",Not Economically Disadvantaged,2010,Percent,0.46639,SD24
"Flushing, Whitestone",Economically Disadvantaged,2010,Percent,0.66327,SD25
"Flushing, Whitestone",Not Economically Disadvantaged,2010,Percent,0.41015,SD25
"Bayside, Douglaston, Little Neck",Economically Disadvantaged,2010,Percent,0.77861,SD26
"Bayside, Douglaston, Little Neck",Not Economically Disadvantaged,2010,Percent,0.72307,SD26
"Jamaica, Howard Beach, Rockaways",Economically Disadvantaged,2010,Percent,0.57937,SD27
"Jamaica, Howard Beach, Rockaways",Not Economically Disadvantaged,2010,Percent,0.41517,SD27
"Jamaica, Forest Hills",Economically Disadvantaged,2010,Percent,0.78579,SD28
"Jamaica, Forest Hills",Not Economically Disadvantaged,2010,Percent,0.68117,SD28
"Queens Village, Rosedale, Hollis",Economically Disadvantaged,2010,Percent,0.66839,SD29
"Queens Village, Rosedale, Hollis",Not Economically Disadvantaged,2010,Percent,0.49102,SD29
"Long Island City, Astoria",Economically Disadvantaged,2010,Percent,0.64806,SD30
"Long Island City, Astoria",Not Economically Disadvantaged,2010,Percent,0.52174,SD30
Staten Island,Economically Disadvantaged,2010,Percent,0.67144,SD31
Staten Island,Not Economically Disadvantaged,2010,Percent,0.76956,SD31
Bushwick,Economically Disadvantaged,2010,Percent,0.55078,SD32
Bushwick,Not Economically Disadvantaged,2010,Percent,0.37705,SD32
Manhattan,Not Economically Disadvantaged,2010,Percent,0.64868,36061
Manhattan,Economically Disadvantaged,2010,Percent,0.63467,36061
Bronx,Not Economically Disadvantaged,2010,Percent,0.48684,36005
Bronx,Economically Disadvantaged,2010,Percent,0.57299,36005
Brooklyn,Not Economically Disadvantaged,2010,Percent,0.55546,36047
Brooklyn,Economically Disadvantaged,2010,Percent,0.61528,36047
Queens,Not Economically Disadvantaged,2010,Percent,0.59315,36081
Queens,Economically Disadvantaged,2010,Percent,0.67486,36081
Staten Island,Not Economically Disadvantaged,2010,Percent,0.76956,36085
Staten Island,Economically Disadvantaged,2010,Percent,0.67144,36085
New York City,Not Economically Disadvantaged,2010,Percent,0.59124,3651000
New York City,Economically Disadvantaged,2010,Percent,0.61867,3651000
Manhattan,Economically Disadvantaged,2011,Percent,0.60783,36061
Bronx,Economically Disadvantaged,2011,Percent,0.53447,36005
Brooklyn,Economically Disadvantaged,2011,Percent,0.60696,36047
Queens,Economically Disadvantaged,2011,Percent,0.68229,36081
Staten Island,Economically Disadvantaged,2011,Percent,0.66309,36085
Lower East Side,Economically Disadvantaged,2011,Percent,0.53387,SD1
"Stuyvesant Town, Upper E. Side",Economically Disadvantaged,2011,Percent,0.64397,SD2
Upper West Side,Economically Disadvantaged,2011,Percent,0.52094,SD3
East Harlem,Economically Disadvantaged,2011,Percent,0.65349,SD4
Central Harlem,Economically Disadvantaged,2011,Percent,0.59652,SD5
Washington Heights,Economically Disadvantaged,2011,Percent,0.62553,SD6
Mott Haven,Economically Disadvantaged,2011,Percent,0.52312,SD7
"Hunts Point, Port Morris",Economically Disadvantaged,2011,Percent,0.46181,SD8
"East Tremont, Morris Heights",Economically Disadvantaged,2011,Percent,0.58166,SD9
"Riverdale, Kingsbridge, Fordham",Economically Disadvantaged,2011,Percent,0.5822,SD10
"Eastchester, Baychester, Co-op City",Economically Disadvantaged,2011,Percent,0.57831,SD11
"Crotona Park, Morrisania, Melrose",Economically Disadvantaged,2011,Percent,0.42697,SD12
"Brooklyn Hts, Downtown Brooklyn",Economically Disadvantaged,2011,Percent,0.72737,SD13
"Williamsburg, Greenpoint",Economically Disadvantaged,2011,Percent,0.65342,SD14
"S. Brooklyn, Park Slope, Sunset Park",Economically Disadvantaged,2011,Percent,0.51776,SD15
Bedford Stuyvesant,Economically Disadvantaged,2011,Percent,0.46141,SD16
Crown Heights,Economically Disadvantaged,2011,Percent,0.56218,SD17
"East Flatbush, Canarsie",Economically Disadvantaged,2011,Percent,0.45522,SD18
East New York,Economically Disadvantaged,2011,Percent,0.58101,SD19
"Bay Ridge, Bensonhurst",Economically Disadvantaged,2011,Percent,0.66464,SD20
"Gravesend, Coney Island",Economically Disadvantaged,2011,Percent,0.62582,SD21
"Flatbush, Midwood, Sheepshead Bay",Economically Disadvantaged,2011,Percent,0.7281,SD22
"Brownsville, Ocean Hill",Economically Disadvantaged,2011,Percent,0.40838,SD23
Bushwick,Economically Disadvantaged,2011,Percent,0.48454,SD32
"Sunnyside, Woodside, Jackson Hts",Economically Disadvantaged,2011,Percent,0.64836,SD24
"Flushing, Whitestone",Economically Disadvantaged,2011,Percent,0.67407,SD25
"Bayside, Douglaston, Little Neck",Economically Disadvantaged,2011,Percent,0.81247,SD26
"Jamaica, Howard Beach, Rockaways",Economically Disadvantaged,2011,Percent,0.58641,SD27
"Jamaica, Forest Hills",Economically Disadvantaged,2011,Percent,0.74533,SD28
"Queens Village, Rosedale, Hollis",Economically Disadvantaged,2011,Percent,0.62715,SD29
"Long Island City, Astoria",Economically Disadvantaged,2011,Percent,0.65245,SD30
Staten Island,Economically Disadvantaged,2011,Percent,0.66309,SD31
New York City,Economically Disadvantaged,2012,Percent,0.59835,3651000
Manhattan,Economically Disadvantaged,2012,Percent,0.59816,36061
Bronx,Economically Disadvantaged,2012,Percent,0.50786,36005
Brooklyn,Economically Disadvantaged,2012,Percent,0.60345,36047
Queens,Economically Disadvantaged,2012,Percent,0.66549,36081
Staten Island,Economically Disadvantaged,2012,Percent,0.66824,36085
Lower East Side,Economically Disadvantaged,2012,Percent,0.51508,SD1
"Stuyvesant Town, Upper E. Side",Economically Disadvantaged,2012,Percent,0.6225,SD2
Upper West Side,Economically Disadvantaged,2012,Percent,0.526,SD3
East Harlem,Economically Disadvantaged,2012,Percent,0.71483,SD4
Central Harlem,Economically Disadvantaged,2012,Percent,0.54328,SD5
Washington Heights,Economically Disadvantaged,2012,Percent,0.60166,SD6
Mott Haven,Economically Disadvantaged,2012,Percent,0.49248,SD7
"Hunts Point, Port Morris",Economically Disadvantaged,2012,Percent,0.39971,SD8
"East Tremont, Morris Heights",Economically Disadvantaged,2012,Percent,0.57441,SD9
"Riverdale, Kingsbridge, Fordham",Economically Disadvantaged,2012,Percent,0.54089,SD10
"Eastchester, Baychester, Co-op City",Economically Disadvantaged,2012,Percent,0.54819,SD11
"Crotona Park, Morrisania, Melrose",Economically Disadvantaged,2012,Percent,0.3954,SD12
"Brooklyn Hts, Downtown Brooklyn",Economically Disadvantaged,2012,Percent,0.7323,SD13
"Williamsburg, Greenpoint",Economically Disadvantaged,2012,Percent,0.64744,SD14
"S. Brooklyn, Park Slope, Sunset Park",Economically Disadvantaged,2012,Percent,0.53815,SD15
Bedford Stuyvesant,Economically Disadvantaged,2012,Percent,0.40257,SD16
Crown Heights,Economically Disadvantaged,2012,Percent,0.59597,SD17
"East Flatbush, Canarsie",Economically Disadvantaged,2012,Percent,0.53142,SD18
East New York,Economically Disadvantaged,2012,Percent,0.55952,SD19
"Bay Ridge, Bensonhurst",Economically Disadvantaged,2012,Percent,0.65132,SD20
"Gravesend, Coney Island",Economically Disadvantaged,2012,Percent,0.62475,SD21
"Flatbush, Midwood, Sheepshead Bay",Economically Disadvantaged,2012,Percent,0.6683,SD22
"Brownsville, Ocean Hill",Economically Disadvantaged,2012,Percent,0.35028,SD23
Bushwick,Economically Disadvantaged,2012,Percent,0.43995,SD32
"Sunnyside, Woodside, Jackson Hts",Economically Disadvantaged,2012,Percent,0.655,SD24
"Flushing, Whitestone",Economically Disadvantaged,2012,Percent,0.6097,SD25
"Bayside, Douglaston, Little Neck",Economically Disadvantaged,2012,Percent,0.81463,SD26
"Jamaica, Howard Beach, Rockaways",Economically Disadvantaged,2012,Percent,0.54137,SD27
"Jamaica, Forest Hills",Economically Disadvantaged,2012,Percent,0.73687,SD28
"Queens Village, Rosedale, Hollis",Economically Disadvantaged,2012,Percent,0.58958,SD29
"Long Island City, Astoria",Economically Disadvantaged,2012,Percent,0.64934,SD30
Staten Island,Economically Disadvantaged,2012,Percent,0.66824,SD31
Manhattan,Not Economically Disadvantaged,2011,Percent,0.64681,36061
Bronx,Not Economically Disadvantaged,2011,Percent,0.49889,36005
Brooklyn,Not Economically Disadvantaged,2011,Percent,0.56695,36047
Queens,Not Economically Disadvantaged,2011,Percent,0.58215,36081
Staten Island,Not Economically Disadvantaged,2011,Percent,0.76638,36085
Lower East Side,Not Economically Disadvantaged,2011,Percent,0.6519,SD1
"Stuyvesant Town, Upper E. Side",Not Economically Disadvantaged,2011,Percent,0.61299,SD2
Upper West Side,Not Economically Disadvantaged,2011,Percent,0.8204,SD3
East Harlem,Not Economically Disadvantaged,2011,Percent,0.58049,SD4
Central Harlem,Not Economically Disadvantaged,2011,Percent,0.65,SD5
Washington Heights,Not Economically Disadvantaged,2011,Percent,0.54546,SD6
Mott Haven,Not Economically Disadvantaged,2011,Percent,0.38312,SD7
"Hunts Point, Port Morris",Not Economically Disadvantaged,2011,Percent,0.21053,SD8
"East Tremont, Morris Heights",Not Economically Disadvantaged,2011,Percent,0.37447,SD9
"Riverdale, Kingsbridge, Fordham",Not Economically Disadvantaged,2011,Percent,0.64352,SD10
"Eastchester, Baychester, Co-op City",Not Economically Disadvantaged,2011,Percent,0.50453,SD11
"Crotona Park, Morrisania, Melrose",Not Economically Disadvantaged,2011,Percent,0.25292,SD12
"Brooklyn Hts, Downtown Brooklyn",Not Economically Disadvantaged,2011,Percent,0.75092,SD13
"Williamsburg, Greenpoint",Not Economically Disadvantaged,2011,Percent,0.52083,SD14
"S. Brooklyn, Park Slope, Sunset Park",Not Economically Disadvantaged,2011,Percent,0.40404,SD15
Bedford Stuyvesant,Not Economically Disadvantaged,2011,Percent,0.32836,SD16
Crown Heights,Not Economically Disadvantaged,2011,Percent,0.5122,SD17
"East Flatbush, Canarsie",Not Economically Disadvantaged,2011,Percent,0.4,SD18
East New York,Not Economically Disadvantaged,2011,Percent,0.38028,SD19
"Bay Ridge, Bensonhurst",Not Economically Disadvantaged,2011,Percent,0.57769,SD20
"Gravesend, Coney Island",Not Economically Disadvantaged,2011,Percent,0.5145,SD21
"Flatbush, Midwood, Sheepshead Bay",Not Economically Disadvantaged,2011,Percent,0.71871,SD22
"Brownsville, Ocean Hill",Not Economically Disadvantaged,2011,Percent,0.28058,SD23
Bushwick,Not Economically Disadvantaged,2011,Percent,0.40426,SD32
"Sunnyside, Woodside, Jackson Hts",Not Economically Disadvantaged,2011,Percent,0.45483,SD24
"Flushing, Whitestone",Not Economically Disadvantaged,2011,Percent,0.4175,SD25
"Bayside, Douglaston, Little Neck",Not Economically Disadvantaged,2011,Percent,0.72108,SD26
"Jamaica, Howard Beach, Rockaways",Not Economically Disadvantaged,2011,Percent,0.44046,SD27
"Jamaica, Forest Hills",Not Economically Disadvantaged,2011,Percent,0.65205,SD28
"Queens Village, Rosedale, Hollis",Not Economically Disadvantaged,2011,Percent,0.49658,SD29
"Long Island City, Astoria",Not Economically Disadvantaged,2011,Percent,0.54811,SD30
Staten Island,Not Economically Disadvantaged,2011,Percent,0.76638,SD31
New York City,Not Economically Disadvantaged,2012,Percent,0.61807,3651000
Manhattan,Not Economically Disadvantaged,2012,Percent,0.6786,36061
Bronx,Not Economically Disadvantaged,2012,Percent,0.53024,36005
Brooklyn,Not Economically Disadvantaged,2012,Percent,0.6004,36047
Queens,Not Economically Disadvantaged,2012,Percent,0.57811,36081
Staten Island,Not Economically Disadvantaged,2012,Percent,0.76386,36085
Lower East Side,Not Economically Disadvantaged,2012,Percent,0.68976,SD1
"Stuyvesant Town, Upper E. Side",Not Economically Disadvantaged,2012,Percent,0.69071,SD2
Upper West Side,Not Economically Disadvantaged,2012,Percent,0.79476,SD3
East Harlem,Not Economically Disadvantaged,2012,Percent,0.57014,SD4
Central Harlem,Not Economically Disadvantaged,2012,Percent,0.53352,SD5
Washington Heights,Not Economically Disadvantaged,2012,Percent,0.5125,SD6
Mott Haven,Not Economically Disadvantaged,2012,Percent,0.46897,SD7
"Hunts Point, Port Morris",Not Economically Disadvantaged,2012,Percent,0.41348,SD8
"East Tremont, Morris Heights",Not Economically Disadvantaged,2012,Percent,0.39024,SD9
"Riverdale, Kingsbridge, Fordham",Not Economically Disadvantaged,2012,Percent,0.64575,SD10
"Eastchester, Baychester, Co-op City",Not Economically Disadvantaged,2012,Percent,0.53374,SD11
"Crotona Park, Morrisania, Melrose",Not Economically Disadvantaged,2012,Percent,0.31,SD12
"Brooklyn Hts, Downtown Brooklyn",Not Economically Disadvantaged,2012,Percent,0.74893,SD13
"Williamsburg, Greenpoint",Not Economically Disadvantaged,2012,Percent,0.61917,SD14
"S. Brooklyn, Park Slope, Sunset Park",Not Economically Disadvantaged,2012,Percent,0.5121,SD15
Bedford Stuyvesant,Not Economically Disadvantaged,2012,Percent,0.22843,SD16
Crown Heights,Not Economically Disadvantaged,2012,Percent,0.5706,SD17
"East Flatbush, Canarsie",Not Economically Disadvantaged,2012,Percent,0.46809,SD18
East New York,Not Economically Disadvantaged,2012,Percent,0.39928,SD19
"Bay Ridge, Bensonhurst",Not Economically Disadvantaged,2012,Percent,0.5512,SD20
"Gravesend, Coney Island",Not Economically Disadvantaged,2012,Percent,0.65409,SD21
"Flatbush, Midwood, Sheepshead Bay",Not Economically Disadvantaged,2012,Percent,0.6921,SD22
"Brownsville, Ocean Hill",Not Economically Disadvantaged,2012,Percent,0.13462,SD23
Bushwick,Not Economically Disadvantaged,2012,Percent,0.30509,SD32
"Sunnyside, Woodside, Jackson Hts",Not Economically Disadvantaged,2012,Percent,0.43071,SD24
"Flushing, Whitestone",Not Economically Disadvantaged,2012,Percent,0.55605,SD25
"Bayside, Douglaston, Little Neck",Not Economically Disadvantaged,2012,Percent,0.72235,SD26
"Jamaica, Howard Beach, Rockaways",Not Economically Disadvantaged,2012,Percent,0.46336,SD27
"Jamaica, Forest Hills",Not Economically Disadvantaged,2012,Percent,0.63436,SD28
"Queens Village, Rosedale, Hollis",Not Economically Disadvantaged,2012,Percent,0.46809,SD29
"Long Island City, Astoria",Not Economically Disadvantaged,2012,Percent,0.58019,SD30
Staten Island,Not Economically Disadvantaged,2012,Percent,0.76386,SD31
New York City,Economically Disadvantaged,2011,Percent,0.61228,3651000
New York City,Not Economically Disadvantaged,2011,Percent,0.60029,3651000
New York City,Economically Disadvantaged,2013,Percent,0.60704,3651000
New York City,Not Economically Disadvantaged,2013,Percent,0.61493,3651000
Manhattan,Economically Disadvantaged,2013,Percent,0.61001,36061
Manhattan,Not Economically Disadvantaged,2013,Percent,0.69665,36061
Bronx,Economically Disadvantaged,2013,Percent,0.51993,36005
Bronx,Not Economically Disadvantaged,2013,Percent,0.53938,36005
Brooklyn,Economically Disadvantaged,2013,Percent,0.60875,36047
Brooklyn,Not Economically Disadvantaged,2013,Percent,0.61261,36047
Queens,Economically Disadvantaged,2013,Percent,0.66648,36081
Queens,Not Economically Disadvantaged,2013,Percent,0.57425,36081
Staten Island,Not Economically Disadvantaged,2013,Percent,0.67286,36085
Staten Island,Economically Disadvantaged,2013,Percent,0.78039,36085
Lower East Side,Economically Disadvantaged,2013,Percent,0.484,SD1
Lower East Side,Not Economically Disadvantaged,2013,Percent,0.669,SD1
"Stuyvesant Town, Upper E. Side",Economically Disadvantaged,2013,Percent,0.629,SD2
"Stuyvesant Town, Upper E. Side",Not Economically Disadvantaged,2013,Percent,0.702,SD2
Upper West Side,Economically Disadvantaged,2013,Percent,0.564,SD3
Upper West Side,Not Economically Disadvantaged,2013,Percent,0.792,SD3
East Harlem,Economically Disadvantaged,2013,Percent,0.751,SD4
East Harlem,Not Economically Disadvantaged,2013,Percent,0.627,SD4
Central Harlem,Economically Disadvantaged,2013,Percent,0.562,SD5
Central Harlem,Not Economically Disadvantaged,2013,Percent,0.591,SD5
Washington Heights,Economically Disadvantaged,2013,Percent,0.587,SD6
Washington Heights,Not Economically Disadvantaged,2013,Percent,0.476,SD6
Mott Haven,Economically Disadvantaged,2013,Percent,0.46,SD7
Mott Haven,Not Economically Disadvantaged,2013,Percent,0.367,SD7
"Hunts Point, Port Morris",Not Economically Disadvantaged,2013,Percent,0.38,SD8
"Hunts Point, Port Morris",Economically Disadvantaged,2013,Percent,0.428,SD8
"East Tremont, Morris Heights",Economically Disadvantaged,2013,Percent,0.574,SD9
"East Tremont, Morris Heights",Not Economically Disadvantaged,2013,Percent,0.469,SD9
"Riverdale, Kingsbridge, Fordham",Economically Disadvantaged,2013,Percent,0.557,SD10
"Riverdale, Kingsbridge, Fordham",Not Economically Disadvantaged,2013,Percent,0.695,SD10
"Eastchester, Baychester, Co-op City",Economically Disadvantaged,2013,Percent,0.594,SD11
"Eastchester, Baychester, Co-op City",Not Economically Disadvantaged,2013,Percent,0.558,SD11
"Crotona Park, Morrisania, Melrose",Economically Disadvantaged,2013,Percent,0.449,SD12
"Crotona Park, Morrisania, Melrose",Not Economically Disadvantaged,2013,Percent,0.335,SD12
"Brooklyn Hts, Downtown Brooklyn",Economically Disadvantaged,2013,Percent,0.739,SD13
"Brooklyn Hts, Downtown Brooklyn",Not Economically Disadvantaged,2013,Percent,0.804,SD13
"Williamsburg, Greenpoint",Economically Disadvantaged,2013,Percent,0.577,SD14
"Williamsburg, Greenpoint",Not Economically Disadvantaged,2013,Percent,0.517,SD14
"S. Brooklyn, Park Slope, Sunset Park",Economically Disadvantaged,2013,Percent,0.619,SD15
"S. Brooklyn, Park Slope, Sunset Park",Not Economically Disadvantaged,2013,Percent,0.559,SD15
Bedford Stuyvesant,Economically Disadvantaged,2013,Percent,0.427,SD16
Bedford Stuyvesant,Not Economically Disadvantaged,2013,Percent,0.287,SD16
Crown Heights,Economically Disadvantaged,2013,Percent,0.615,SD17
Crown Heights,Not Economically Disadvantaged,2013,Percent,0.553,SD17
"East Flatbush, Canarsie",Economically Disadvantaged,2013,Percent,0.52,SD18
"East Flatbush, Canarsie",Not Economically Disadvantaged,2013,Percent,0.43,SD18
East New York,Economically Disadvantaged,2013,Percent,0.535,SD19
East New York,Not Economically Disadvantaged,2013,Percent,0.457,SD19
"Bay Ridge, Bensonhurst",Economically Disadvantaged,2013,Percent,0.615,SD20
"Bay Ridge, Bensonhurst",Not Economically Disadvantaged,2013,Percent,0.602,SD20
"Gravesend, Coney Island",Economically Disadvantaged,2013,Percent,0.673,SD21
"Gravesend, Coney Island",Not Economically Disadvantaged,2013,Percent,0.618,SD21
"Flatbush, Midwood, Sheepshead Bay",Economically Disadvantaged,2013,Percent,0.663,SD22
"Flatbush, Midwood, Sheepshead Bay",Not Economically Disadvantaged,2013,Percent,0.698,SD22
"Brownsville, Ocean Hill",Economically Disadvantaged,2013,Percent,0.338,SD23
"Brownsville, Ocean Hill",Not Economically Disadvantaged,2013,Percent,0.341,SD23
Bushwick,Economically Disadvantaged,2013,Percent,0.489,SD32
Bushwick,Not Economically Disadvantaged,2013,Percent,0.345,SD32
"Sunnyside, Woodside, Jackson Hts",Economically Disadvantaged,2013,Percent,0.656,SD24
"Sunnyside, Woodside, Jackson Hts",Not Economically Disadvantaged,2013,Percent,0.353,SD24
"Flushing, Whitestone",Economically Disadvantaged,2013,Percent,0.614,SD25
"Flushing, Whitestone",Not Economically Disadvantaged,2013,Percent,0.531,SD25
"Bayside, Douglaston, Little Neck",Not Economically Disadvantaged,2013,Percent,0.747,SD26
"Bayside, Douglaston, Little Neck",Economically Disadvantaged,2013,Percent,0.78,SD26
"Jamaica, Howard Beach, Rockaways",Economically Disadvantaged,2013,Percent,0.525,SD27
"Jamaica, Howard Beach, Rockaways",Not Economically Disadvantaged,2013,Percent,0.474,SD27
"Jamaica, Forest Hills",Economically Disadvantaged,2013,Percent,0.747,SD28
"Jamaica, Forest Hills",Not Economically Disadvantaged,2013,Percent,0.69,SD28
"Queens Village, Rosedale, Hollis",Economically Disadvantaged,2013,Percent,0.623,SD29
"Queens Village, Rosedale, Hollis",Not Economically Disadvantaged,2013,Percent,0.519,SD29
"Long Island City, Astoria",Economically Disadvantaged,2013,Percent,0.655,SD30
"Long Island City, Astoria",Not Economically Disadvantaged,2013,Percent,0.612,SD30
Staten Island,Economically Disadvantaged,2013,Percent,0.673,SD31
Staten Island,Not Economically Disadvantaged,2013,Percent,0.78,SD31
New York City,Economically Disadvantaged,2014,Percent,0.63436,3651000
New York City,Not Economically Disadvantaged,2014,Percent,0.65764,3651000
Manhattan,Economically Disadvantaged,2014,Percent,0.64034,36061
Manhattan,Not Economically Disadvantaged,2014,Percent,0.72324,36061
Bronx,Economically Disadvantaged,2014,Percent,0.54368,36005
Bronx,Not Economically Disadvantaged,2014,Percent,0.55661,36005
Brooklyn,Economically Disadvantaged,2014,Percent,0.63266,36047
Brooklyn,Not Economically Disadvantaged,2014,Percent,0.65157,36047
Queens,Economically Disadvantaged,2014,Percent,0.68946,36081
Queens,Not Economically Disadvantaged,2014,Percent,0.61414,36081
Staten Island,Not Economically Disadvantaged,2014,Percent,0.80313,36085
Staten Island,Economically Disadvantaged,2014,Percent,0.72046,36085
Lower East Side,Economically Disadvantaged,2014,Percent,0.42894,SD1
Lower East Side,Not Economically Disadvantaged,2014,Percent,0.69733,SD1
"Stuyvesant Town, Upper E. Side",Economically Disadvantaged,2014,Percent,0.6623,SD2
"Stuyvesant Town, Upper E. Side",Not Economically Disadvantaged,2014,Percent,0.7274,SD2
Upper West Side,Economically Disadvantaged,2014,Percent,0.61673,SD3
Upper West Side,Not Economically Disadvantaged,2014,Percent,0.83884,SD3
East Harlem,Economically Disadvantaged,2014,Percent,0.79376,SD4
East Harlem,Not Economically Disadvantaged,2014,Percent,0.61582,SD4
Central Harlem,Economically Disadvantaged,2014,Percent,0.58981,SD5
Central Harlem,Not Economically Disadvantaged,2014,Percent,0.59661,SD5
Washington Heights,Economically Disadvantaged,2014,Percent,0.62373,SD6
Washington Heights,Not Economically Disadvantaged,2014,Percent,0.47619,SD6
Mott Haven,Economically Disadvantaged,2014,Percent,0.50572,SD7
Mott Haven,Not Economically Disadvantaged,2014,Percent,0.37162,SD7
"Hunts Point, Port Morris",Not Economically Disadvantaged,2014,Percent,0.48576,SD8
"Hunts Point, Port Morris",Economically Disadvantaged,2014,Percent,0.43368,SD8
"East Tremont, Morris Heights",Economically Disadvantaged,2014,Percent,0.57919,SD9
"East Tremont, Morris Heights",Not Economically Disadvantaged,2014,Percent,0.45119,SD9
"Riverdale, Kingsbridge, Fordham",Economically Disadvantaged,2014,Percent,0.57626,SD10
"Riverdale, Kingsbridge, Fordham",Not Economically Disadvantaged,2014,Percent,0.67188,SD10
"Eastchester, Baychester, Co-op City",Economically Disadvantaged,2014,Percent,0.63103,SD11
"Eastchester, Baychester, Co-op City",Not Economically Disadvantaged,2014,Percent,0.6087,SD11
"Crotona Park, Morrisania, Melrose",Economically Disadvantaged,2014,Percent,0.50425,SD12
"Crotona Park, Morrisania, Melrose",Not Economically Disadvantaged,2014,Percent,0.42745,SD12
"Brooklyn Hts, Downtown Brooklyn",Economically Disadvantaged,2014,Percent,0.75133,SD13
"Brooklyn Hts, Downtown Brooklyn",Not Economically Disadvantaged,2014,Percent,0.82589,SD13
"Williamsburg, Greenpoint",Economically Disadvantaged,2014,Percent,0.62643,SD14
"Williamsburg, Greenpoint",Not Economically Disadvantaged,2014,Percent,0.59878,SD14
"S. Brooklyn, Park Slope, Sunset Park",Economically Disadvantaged,2014,Percent,0.58943,SD15
"S. Brooklyn, Park Slope, Sunset Park",Not Economically Disadvantaged,2014,Percent,0.53817,SD15
Bedford Stuyvesant,Economically Disadvantaged,2014,Percent,0.47183,SD16
Bedford Stuyvesant,Not Economically Disadvantaged,2014,Percent,0.33553,SD16
Crown Heights,Economically Disadvantaged,2014,Percent,0.64099,SD17
Crown Heights,Not Economically Disadvantaged,2014,Percent,0.59615,SD17
"East Flatbush, Canarsie",Economically Disadvantaged,2014,Percent,0.56968,SD18
"East Flatbush, Canarsie",Not Economically Disadvantaged,2014,Percent,0.38756,SD18
East New York,Economically Disadvantaged,2014,Percent,0.52972,SD19
East New York,Not Economically Disadvantaged,2014,Percent,0.46599,SD19
"Bay Ridge, Bensonhurst",Economically Disadvantaged,2014,Percent,0.64653,SD20
"Bay Ridge, Bensonhurst",Not Economically Disadvantaged,2014,Percent,0.59575,SD20
"Gravesend, Coney Island",Economically Disadvantaged,2014,Percent,0.69351,SD21
"Gravesend, Coney Island",Not Economically Disadvantaged,2014,Percent,0.69439,SD21
"Flatbush, Midwood, Sheepshead Bay",Economically Disadvantaged,2014,Percent,0.70117,SD22
"Flatbush, Midwood, Sheepshead Bay",Not Economically Disadvantaged,2014,Percent,0.75494,SD22
"Brownsville, Ocean Hill",Economically Disadvantaged,2014,Percent,0.34211,SD23
"Brownsville, Ocean Hill",Not Economically Disadvantaged,2014,Percent,0.44144,SD23
Bushwick,Economically Disadvantaged,2014,Percent,0.4827,SD32
Bushwick,Not Economically Disadvantaged,2014,Percent,0.45902,SD32
"Sunnyside, Woodside, Jackson Hts",Economically Disadvantaged,2014,Percent,0.68155,SD24
"Sunnyside, Woodside, Jackson Hts",Not Economically Disadvantaged,2014,Percent,0.49018,SD24
"Flushing, Whitestone",Economically Disadvantaged,2014,Percent,0.6368,SD25
"Flushing, Whitestone",Not Economically Disadvantaged,2014,Percent,0.56183,SD25
