"Name","Graduation Rate by Students with Disabilities"
"Description","New York City public high school students who graduated as of June after four years of instruction."
"Source Notes","New York City Department of Education, Graduation Results (School Years 2004-05 to 2018-19); retrieved from&nbsp;<a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a><a href=""https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results"">https://infohub.nyced.org/reports-and-policies/citywide-information-and-data/graduation-results</a>&nbsp;<a href=""http://schools.nyc.gov/Accountability/data/GraduationDropoutReports/default.ht""></a>"
"Notes","All data represent outcomes as of June after four years of instruction. In order to comply with FERPA regulations on public reporting of education outcomes, breakdowns where the number of students in the cohort is 5 or less are suppressed and maps and tables display ""no data"" or ""0""."

Location,Students with Disabilities,TimeFrame,DataFormat,Data,Fips
"S. Brooklyn, Park Slope, Sunset Park",General Education,2005,Percent,0.51078,SD15
"S. Brooklyn, Park Slope, Sunset Park",General Education,2006,Percent,0.44934,SD15
"S. Brooklyn, Park Slope, Sunset Park",General Education,2007,Percent,0.48222,SD15
"S. Brooklyn, Park Slope, Sunset Park",General Education,2008,Percent,0.51563,SD15
"S. Brooklyn, Park Slope, Sunset Park",General Education,2009,Percent,0.57919,SD15
"S. Brooklyn, Park Slope, Sunset Park",General Education,2010,Percent,0.55005,SD15
"S. Brooklyn, Park Slope, Sunset Park",General Education,2011,Percent,0.51386,SD15
"S. Brooklyn, Park Slope, Sunset Park",General Education,2012,Percent,0.59451,SD15
"S. Brooklyn, Park Slope, Sunset Park",General Education,2013,Percent,0.64013,SD15
"S. Brooklyn, Park Slope, Sunset Park",General Education,2014,Percent,0.6358,SD15
"S. Brooklyn, Park Slope, Sunset Park",Students with Disabilities,2005,Percent,0.14483,SD15
"S. Brooklyn, Park Slope, Sunset Park",Students with Disabilities,2006,Percent,0.14815,SD15
"S. Brooklyn, Park Slope, Sunset Park",Students with Disabilities,2007,Percent,0.125,SD15
"S. Brooklyn, Park Slope, Sunset Park",Students with Disabilities,2008,Percent,0.23113,SD15
"S. Brooklyn, Park Slope, Sunset Park",Students with Disabilities,2009,Percent,0.24454,SD15
"S. Brooklyn, Park Slope, Sunset Park",Students with Disabilities,2010,Percent,0.3125,SD15
"S. Brooklyn, Park Slope, Sunset Park",Students with Disabilities,2011,Percent,0.3814,SD15
"S. Brooklyn, Park Slope, Sunset Park",Students with Disabilities,2012,Percent,0.28745,SD15
"S. Brooklyn, Park Slope, Sunset Park",Students with Disabilities,2013,Percent,0.436,SD15
"S. Brooklyn, Park Slope, Sunset Park",Students with Disabilities,2014,Percent,0.37591,SD15
Bedford Stuyvesant,General Education,2005,Percent,0.55489,SD16
Bedford Stuyvesant,General Education,2006,Percent,0.48418,SD16
Bedford Stuyvesant,General Education,2007,Percent,0.43193,SD16
Bedford Stuyvesant,General Education,2008,Percent,0.50538,SD16
Bedford Stuyvesant,General Education,2009,Percent,0.49157,SD16
Bedford Stuyvesant,General Education,2010,Percent,0.49487,SD16
Bedford Stuyvesant,General Education,2011,Percent,0.52446,SD16
Bedford Stuyvesant,General Education,2012,Percent,0.45873,SD16
Bedford Stuyvesant,General Education,2013,Percent,0.46552,SD16
Bedford Stuyvesant,General Education,2014,Percent,0.49231,SD16
Bedford Stuyvesant,Students with Disabilities,2005,Percent,0.00862,SD16
Bedford Stuyvesant,Students with Disabilities,2006,Percent,0.01869,SD16
Bedford Stuyvesant,Students with Disabilities,2007,Percent,0.06338,SD16
Bedford Stuyvesant,Students with Disabilities,2008,Percent,0.06167,SD16
Bedford Stuyvesant,Students with Disabilities,2009,Percent,0.09292,SD16
Bedford Stuyvesant,Students with Disabilities,2010,Percent,0.13158,SD16
Bedford Stuyvesant,Students with Disabilities,2011,Percent,0.09901,SD16
Bedford Stuyvesant,Students with Disabilities,2012,Percent,0.11364,SD16
Bedford Stuyvesant,Students with Disabilities,2013,Percent,0.12821,SD16
Bedford Stuyvesant,Students with Disabilities,2014,Percent,0.16489,SD16
Crown Heights,General Education,2005,Percent,0.50194,SD17
Crown Heights,General Education,2006,Percent,0.55432,SD17
Crown Heights,General Education,2007,Percent,0.65392,SD17
Crown Heights,General Education,2008,Percent,0.65251,SD17
Crown Heights,General Education,2009,Percent,0.63489,SD17
Crown Heights,General Education,2010,Percent,0.64511,SD17
Crown Heights,General Education,2011,Percent,0.61121,SD17
Crown Heights,General Education,2012,Percent,0.67546,SD17
Crown Heights,General Education,2013,Percent,0.65131,SD17
Crown Heights,General Education,2014,Percent,0.7026,SD17
Crown Heights,Students with Disabilities,2005,Percent,0.12593,SD17
Crown Heights,Students with Disabilities,2006,Percent,0.0989,SD17
Crown Heights,Students with Disabilities,2007,Percent,0.12621,SD17
Crown Heights,Students with Disabilities,2008,Percent,0.19913,SD17
Crown Heights,Students with Disabilities,2009,Percent,0.22594,SD17
Crown Heights,Students with Disabilities,2010,Percent,0.21404,SD17
Crown Heights,Students with Disabilities,2011,Percent,0.1902,SD17
Crown Heights,Students with Disabilities,2012,Percent,0.18011,SD17
Crown Heights,Students with Disabilities,2013,Percent,0.27341,SD17
Crown Heights,Students with Disabilities,2014,Percent,0.35379,SD17
"East Flatbush, Canarsie",General Education,2005,Percent,0.43897,SD18
"East Flatbush, Canarsie",General Education,2006,Percent,0.35237,SD18
"East Flatbush, Canarsie",General Education,2007,Percent,0.38194,SD18
"East Flatbush, Canarsie",General Education,2008,Percent,0.38025,SD18
"East Flatbush, Canarsie",General Education,2009,Percent,0.39777,SD18
"East Flatbush, Canarsie",General Education,2010,Percent,0.40214,SD18
"East Flatbush, Canarsie",General Education,2011,Percent,0.51096,SD18
"East Flatbush, Canarsie",General Education,2012,Percent,0.56729,SD18
"East Flatbush, Canarsie",General Education,2013,Percent,0.53666,SD18
"East Flatbush, Canarsie",General Education,2014,Percent,0.57474,SD18
"East Flatbush, Canarsie",Students with Disabilities,2005,Percent,0.07692,SD18
"East Flatbush, Canarsie",Students with Disabilities,2006,Percent,0.11282,SD18
"East Flatbush, Canarsie",Students with Disabilities,2007,Percent,0.10098,SD18
"East Flatbush, Canarsie",Students with Disabilities,2008,Percent,0.08015,SD18
"East Flatbush, Canarsie",Students with Disabilities,2009,Percent,0.12648,SD18
"East Flatbush, Canarsie",Students with Disabilities,2010,Percent,0.16129,SD18
"East Flatbush, Canarsie",Students with Disabilities,2011,Percent,0.10256,SD18
"East Flatbush, Canarsie",Students with Disabilities,2012,Percent,0.29596,SD18
"East Flatbush, Canarsie",Students with Disabilities,2013,Percent,0.33668,SD18
"East Flatbush, Canarsie",Students with Disabilities,2014,Percent,0.39506,SD18
East New York,General Education,2005,Percent,0.42534,SD19
East New York,General Education,2006,Percent,0.43197,SD19
East New York,General Education,2007,Percent,0.47032,SD19
East New York,General Education,2008,Percent,0.50145,SD19
East New York,General Education,2009,Percent,0.55256,SD19
East New York,General Education,2010,Percent,0.55711,SD19
East New York,General Education,2011,Percent,0.60808,SD19
East New York,General Education,2012,Percent,0.62152,SD19
East New York,General Education,2013,Percent,0.56472,SD19
East New York,General Education,2014,Percent,0.56774,SD19
East New York,Students with Disabilities,2005,Percent,0.10738,SD19
East New York,Students with Disabilities,2006,Percent,0.07519,SD19
East New York,Students with Disabilities,2007,Percent,0.11111,SD19
East New York,Students with Disabilities,2008,Percent,0.13605,SD19
East New York,Students with Disabilities,2009,Percent,0.15282,SD19
East New York,Students with Disabilities,2010,Percent,0.19512,SD19
East New York,Students with Disabilities,2011,Percent,0.26608,SD19
East New York,Students with Disabilities,2012,Percent,0.22281,SD19
East New York,Students with Disabilities,2013,Percent,0.32168,SD19
East New York,Students with Disabilities,2014,Percent,0.33866,SD19
"Bay Ridge, Bensonhurst",General Education,2005,Percent,0.53149,SD20
"Bay Ridge, Bensonhurst",General Education,2006,Percent,0.52783,SD20
"Bay Ridge, Bensonhurst",General Education,2007,Percent,0.57634,SD20
"Bay Ridge, Bensonhurst",General Education,2008,Percent,0.60594,SD20
"Bay Ridge, Bensonhurst",General Education,2009,Percent,0.61731,SD20
"Bay Ridge, Bensonhurst",General Education,2010,Percent,0.65877,SD20
"Bay Ridge, Bensonhurst",General Education,2011,Percent,0.69533,SD20
"Bay Ridge, Bensonhurst",General Education,2012,Percent,0.6787,SD20
"Bay Ridge, Bensonhurst",General Education,2013,Percent,0.65094,SD20
"Bay Ridge, Bensonhurst",General Education,2014,Percent,0.68124,SD20
"Bay Ridge, Bensonhurst",Students with Disabilities,2005,Percent,0.19668,SD20
"Bay Ridge, Bensonhurst",Students with Disabilities,2006,Percent,0.21017,SD20
"Bay Ridge, Bensonhurst",Students with Disabilities,2007,Percent,0.24286,SD20
"Bay Ridge, Bensonhurst",Students with Disabilities,2008,Percent,0.28198,SD20
"Bay Ridge, Bensonhurst",Students with Disabilities,2009,Percent,0.31728,SD20
"Bay Ridge, Bensonhurst",Students with Disabilities,2010,Percent,0.31675,SD20
"Bay Ridge, Bensonhurst",Students with Disabilities,2011,Percent,0.28541,SD20
"Bay Ridge, Bensonhurst",Students with Disabilities,2012,Percent,0.27133,SD20
"Bay Ridge, Bensonhurst",Students with Disabilities,2013,Percent,0.35035,SD20
"Bay Ridge, Bensonhurst",Students with Disabilities,2014,Percent,0.35654,SD20
"Gravesend, Coney Island",General Education,2005,Percent,0.57234,SD21
"Gravesend, Coney Island",General Education,2006,Percent,0.55838,SD21
"Gravesend, Coney Island",General Education,2007,Percent,0.58786,SD21
"Gravesend, Coney Island",General Education,2008,Percent,0.59249,SD21
"Gravesend, Coney Island",General Education,2009,Percent,0.63688,SD21
"Gravesend, Coney Island",General Education,2010,Percent,0.66253,SD21
"Gravesend, Coney Island",General Education,2011,Percent,0.65897,SD21
"Gravesend, Coney Island",General Education,2012,Percent,0.69325,SD21
"Gravesend, Coney Island",General Education,2013,Percent,0.69672,SD21
"Gravesend, Coney Island",General Education,2014,Percent,0.73736,SD21
"Gravesend, Coney Island",Students with Disabilities,2005,Percent,0.17213,SD21
"Gravesend, Coney Island",Students with Disabilities,2006,Percent,0.22261,SD21
"Gravesend, Coney Island",Students with Disabilities,2007,Percent,0.16585,SD21
"Gravesend, Coney Island",Students with Disabilities,2008,Percent,0.18571,SD21
"Gravesend, Coney Island",Students with Disabilities,2009,Percent,0.22922,SD21
"Gravesend, Coney Island",Students with Disabilities,2010,Percent,0.25059,SD21
"Gravesend, Coney Island",Students with Disabilities,2011,Percent,0.2766,SD21
"Gravesend, Coney Island",Students with Disabilities,2012,Percent,0.31006,SD21
"Gravesend, Coney Island",Students with Disabilities,2013,Percent,0.38329,SD21
"Gravesend, Coney Island",Students with Disabilities,2014,Percent,0.44027,SD21
"Flatbush, Midwood, Sheepshead Bay",General Education,2005,Percent,0.64052,SD22
"Flatbush, Midwood, Sheepshead Bay",General Education,2006,Percent,0.67206,SD22
"Flatbush, Midwood, Sheepshead Bay",General Education,2007,Percent,0.68871,SD22
"Flatbush, Midwood, Sheepshead Bay",General Education,2008,Percent,0.71354,SD22
"Flatbush, Midwood, Sheepshead Bay",General Education,2009,Percent,0.73075,SD22
"Flatbush, Midwood, Sheepshead Bay",General Education,2010,Percent,0.77669,SD22
"Flatbush, Midwood, Sheepshead Bay",General Education,2011,Percent,0.78013,SD22
"Flatbush, Midwood, Sheepshead Bay",General Education,2012,Percent,0.73717,SD22
"Flatbush, Midwood, Sheepshead Bay",General Education,2013,Percent,0.71783,SD22
"Flatbush, Midwood, Sheepshead Bay",General Education,2014,Percent,0.76887,SD22
"Flatbush, Midwood, Sheepshead Bay",Students with Disabilities,2005,Percent,0.33333,SD22
"Flatbush, Midwood, Sheepshead Bay",Students with Disabilities,2006,Percent,0.23153,SD22
"Flatbush, Midwood, Sheepshead Bay",Students with Disabilities,2007,Percent,0.33452,SD22
"Flatbush, Midwood, Sheepshead Bay",Students with Disabilities,2008,Percent,0.30818,SD22
"Flatbush, Midwood, Sheepshead Bay",Students with Disabilities,2009,Percent,0.29455,SD22
"Flatbush, Midwood, Sheepshead Bay",Students with Disabilities,2010,Percent,0.31579,SD22
"Flatbush, Midwood, Sheepshead Bay",Students with Disabilities,2011,Percent,0.27597,SD22
"Flatbush, Midwood, Sheepshead Bay",Students with Disabilities,2012,Percent,0.27195,SD22
"Flatbush, Midwood, Sheepshead Bay",Students with Disabilities,2013,Percent,0.32685,SD22
"Flatbush, Midwood, Sheepshead Bay",Students with Disabilities,2014,Percent,0.35338,SD22
"Brownsville, Ocean Hill",General Education,2005,Percent,0.4375,SD23
"Brownsville, Ocean Hill",General Education,2006,Percent,0.60526,SD23
"Brownsville, Ocean Hill",General Education,2007,Percent,0.6125,SD23
"Brownsville, Ocean Hill",General Education,2008,Percent,0.71914,SD23
"Brownsville, Ocean Hill",General Education,2009,Percent,0.50509,SD23
"Brownsville, Ocean Hill",General Education,2010,Percent,0.4712,SD23
"Brownsville, Ocean Hill",General Education,2011,Percent,0.45405,SD23
"Brownsville, Ocean Hill",General Education,2012,Percent,0.37474,SD23
"Brownsville, Ocean Hill",General Education,2013,Percent,0.38163,SD23
"Brownsville, Ocean Hill",General Education,2014,Percent,0.40898,SD23
"Brownsville, Ocean Hill",Students with Disabilities,2005,Percent,0.05128,SD23
"Brownsville, Ocean Hill",Students with Disabilities,2006,Percent,0,SD23
"Brownsville, Ocean Hill",Students with Disabilities,2007,Percent,0.16071,SD23
"Brownsville, Ocean Hill",Students with Disabilities,2008,Percent,0.19178,SD23
"Brownsville, Ocean Hill",Students with Disabilities,2009,Percent,0.15625,SD23
"Brownsville, Ocean Hill",Students with Disabilities,2010,Percent,0.19708,SD23
"Brownsville, Ocean Hill",Students with Disabilities,2011,Percent,0.13636,SD23
"Brownsville, Ocean Hill",Students with Disabilities,2012,Percent,0.125,SD23
"Brownsville, Ocean Hill",Students with Disabilities,2013,Percent,0.16102,SD23
"Brownsville, Ocean Hill",Students with Disabilities,2014,Percent,0.17925,SD23
"Sunnyside, Woodside, Jackson Hts",General Education,2005,Percent,0.53045,SD24
"Sunnyside, Woodside, Jackson Hts",General Education,2006,Percent,0.5117,SD24
"Sunnyside, Woodside, Jackson Hts",General Education,2007,Percent,0.54133,SD24
"Sunnyside, Woodside, Jackson Hts",General Education,2008,Percent,0.58187,SD24
"Sunnyside, Woodside, Jackson Hts",General Education,2009,Percent,0.61143,SD24
"Sunnyside, Woodside, Jackson Hts",General Education,2010,Percent,0.61883,SD24
"Sunnyside, Woodside, Jackson Hts",General Education,2011,Percent,0.65446,SD24
"Sunnyside, Woodside, Jackson Hts",General Education,2012,Percent,0.6218,SD24
"Sunnyside, Woodside, Jackson Hts",General Education,2013,Percent,0.59137,SD24
"Sunnyside, Woodside, Jackson Hts",General Education,2014,Percent,0.6436,SD24
"Sunnyside, Woodside, Jackson Hts",Students with Disabilities,2005,Percent,0.19048,SD24
"Sunnyside, Woodside, Jackson Hts",Students with Disabilities,2006,Percent,0.19118,SD24
"Sunnyside, Woodside, Jackson Hts",Students with Disabilities,2007,Percent,0.19588,SD24
"Sunnyside, Woodside, Jackson Hts",Students with Disabilities,2008,Percent,0.25166,SD24
"Sunnyside, Woodside, Jackson Hts",Students with Disabilities,2009,Percent,0.32773,SD24
"Sunnyside, Woodside, Jackson Hts",Students with Disabilities,2010,Percent,0.33758,SD24
"Sunnyside, Woodside, Jackson Hts",Students with Disabilities,2011,Percent,0.25989,SD24
"Sunnyside, Woodside, Jackson Hts",Students with Disabilities,2012,Percent,0.3358,SD24
"Sunnyside, Woodside, Jackson Hts",Students with Disabilities,2013,Percent,0.37143,SD24
"Sunnyside, Woodside, Jackson Hts",Students with Disabilities,2014,Percent,0.34656,SD24
"Flushing, Whitestone",General Education,2005,Percent,0.57143,SD25
"Flushing, Whitestone",General Education,2006,Percent,0.5117,SD25
"Flushing, Whitestone",General Education,2007,Percent,0.56036,SD25
"Flushing, Whitestone",General Education,2008,Percent,0.61771,SD25
"Flushing, Whitestone",General Education,2009,Percent,0.61489,SD25
"Flushing, Whitestone",General Education,2010,Percent,0.64506,SD25
"Flushing, Whitestone",General Education,2011,Percent,0.64394,SD25
"Flushing, Whitestone",General Education,2012,Percent,0.64247,SD25
"Flushing, Whitestone",General Education,2013,Percent,0.62124,SD25
"Flushing, Whitestone",General Education,2014,Percent,0.6488,SD25
"Flushing, Whitestone",Students with Disabilities,2005,Percent,0.17333,SD25
"Flushing, Whitestone",Students with Disabilities,2006,Percent,0.208,SD25
"Flushing, Whitestone",Students with Disabilities,2007,Percent,0.2069,SD25
"Flushing, Whitestone",Students with Disabilities,2008,Percent,0.22449,SD25
"Flushing, Whitestone",Students with Disabilities,2009,Percent,0.22072,SD25
"Flushing, Whitestone",Students with Disabilities,2010,Percent,0.24188,SD25
"Flushing, Whitestone",Students with Disabilities,2011,Percent,0.2724,SD25
"Flushing, Whitestone",Students with Disabilities,2012,Percent,0.24058,SD25
"Flushing, Whitestone",Students with Disabilities,2013,Percent,0.31058,SD25
"Flushing, Whitestone",Students with Disabilities,2014,Percent,0.35976,SD25
"Bayside, Douglaston, Little Neck",General Education,2005,Percent,0.73944,SD26
"Bayside, Douglaston, Little Neck",General Education,2006,Percent,0.74312,SD26
"Bayside, Douglaston, Little Neck",General Education,2007,Percent,0.78267,SD26
"Bayside, Douglaston, Little Neck",General Education,2008,Percent,0.79027,SD26
"Bayside, Douglaston, Little Neck",General Education,2009,Percent,0.79492,SD26
"Bayside, Douglaston, Little Neck",General Education,2010,Percent,0.78916,SD26
"Bayside, Douglaston, Little Neck",General Education,2011,Percent,0.80831,SD26
"Bayside, Douglaston, Little Neck",General Education,2012,Percent,0.81572,SD26
"Bayside, Douglaston, Little Neck",General Education,2013,Percent,0.80802,SD26
"Bayside, Douglaston, Little Neck",General Education,2014,Percent,0.80222,SD26
"Bayside, Douglaston, Little Neck",Students with Disabilities,2005,Percent,0.34063,SD26
"Bayside, Douglaston, Little Neck",Students with Disabilities,2006,Percent,0.40097,SD26
"Bayside, Douglaston, Little Neck",Students with Disabilities,2007,Percent,0.34586,SD26
"Bayside, Douglaston, Little Neck",Students with Disabilities,2008,Percent,0.34839,SD26
"Bayside, Douglaston, Little Neck",Students with Disabilities,2009,Percent,0.44619,SD26
"Bayside, Douglaston, Little Neck",Students with Disabilities,2010,Percent,0.33062,SD26
"Bayside, Douglaston, Little Neck",Students with Disabilities,2011,Percent,0.43448,SD26
"Bayside, Douglaston, Little Neck",Students with Disabilities,2012,Percent,0.43794,SD26
"Bayside, Douglaston, Little Neck",Students with Disabilities,2013,Percent,0.42298,SD26
"Bayside, Douglaston, Little Neck",Students with Disabilities,2014,Percent,0.51627,SD26
"Jamaica, Howard Beach, Rockaways",General Education,2005,Percent,0.46036,SD27
"Jamaica, Howard Beach, Rockaways",General Education,2006,Percent,0.48329,SD27
"Jamaica, Howard Beach, Rockaways",General Education,2007,Percent,0.48387,SD27
"Jamaica, Howard Beach, Rockaways",General Education,2008,Percent,0.49284,SD27
"Jamaica, Howard Beach, Rockaways",General Education,2009,Percent,0.51957,SD27
"Jamaica, Howard Beach, Rockaways",General Education,2010,Percent,0.59952,SD27
"Jamaica, Howard Beach, Rockaways",General Education,2011,Percent,0.60402,SD27
"Jamaica, Howard Beach, Rockaways",General Education,2012,Percent,0.57499,SD27
"Jamaica, Howard Beach, Rockaways",General Education,2013,Percent,0.55517,SD27
"Jamaica, Howard Beach, Rockaways",General Education,2014,Percent,0.60227,SD27
"Jamaica, Howard Beach, Rockaways",Students with Disabilities,2005,Percent,0.16205,SD27
"Jamaica, Howard Beach, Rockaways",Students with Disabilities,2006,Percent,0.15625,SD27
"Jamaica, Howard Beach, Rockaways",Students with Disabilities,2007,Percent,0.10941,SD27
"Jamaica, Howard Beach, Rockaways",Students with Disabilities,2008,Percent,0.17647,SD27
"Jamaica, Howard Beach, Rockaways",Students with Disabilities,2009,Percent,0.19963,SD27
"Jamaica, Howard Beach, Rockaways",Students with Disabilities,2010,Percent,0.2419,SD27
"Jamaica, Howard Beach, Rockaways",Students with Disabilities,2011,Percent,0.22869,SD27
"Jamaica, Howard Beach, Rockaways",Students with Disabilities,2012,Percent,0.26186,SD27
"Jamaica, Howard Beach, Rockaways",Students with Disabilities,2013,Percent,0.27331,SD27
"Jamaica, Howard Beach, Rockaways",Students with Disabilities,2014,Percent,0.31072,SD27
"Jamaica, Forest Hills",General Education,2005,Percent,0.66782,SD28
"Jamaica, Forest Hills",General Education,2006,Percent,0.67495,SD28
"Jamaica, Forest Hills",General Education,2007,Percent,0.68947,SD28
"Jamaica, Forest Hills",General Education,2008,Percent,0.68766,SD28
"Jamaica, Forest Hills",General Education,2009,Percent,0.75335,SD28
"Jamaica, Forest Hills",General Education,2010,Percent,0.79241,SD28
"Jamaica, Forest Hills",General Education,2011,Percent,0.7531,SD28
"Jamaica, Forest Hills",General Education,2012,Percent,0.7547,SD28
"Jamaica, Forest Hills",General Education,2013,Percent,0.76558,SD28
"Jamaica, Forest Hills",General Education,2014,Percent,0.79665,SD28
"Jamaica, Forest Hills",Students with Disabilities,2005,Percent,0.3311,SD28
"Jamaica, Forest Hills",Students with Disabilities,2006,Percent,0.2654,SD28
"Jamaica, Forest Hills",Students with Disabilities,2007,Percent,0.23462,SD28
"Jamaica, Forest Hills",Students with Disabilities,2008,Percent,0.25,SD28
"Jamaica, Forest Hills",Students with Disabilities,2009,Percent,0.33681,SD28
"Jamaica, Forest Hills",Students with Disabilities,2010,Percent,0.28834,SD28
"Jamaica, Forest Hills",Students with Disabilities,2011,Percent,0.33426,SD28
"Jamaica, Forest Hills",Students with Disabilities,2012,Percent,0.35308,SD28
"Jamaica, Forest Hills",Students with Disabilities,2013,Percent,0.42,SD28
"Jamaica, Forest Hills",Students with Disabilities,2014,Percent,0.46429,SD28
"Queens Village, Rosedale, Hollis",General Education,2005,Percent,0.49185,SD29
"Queens Village, Rosedale, Hollis",General Education,2006,Percent,0.50419,SD29
"Queens Village, Rosedale, Hollis",General Education,2007,Percent,0.55635,SD29
"Queens Village, Rosedale, Hollis",General Education,2008,Percent,0.68211,SD29
"Queens Village, Rosedale, Hollis",General Education,2009,Percent,0.7114,SD29
"Queens Village, Rosedale, Hollis",General Education,2010,Percent,0.69986,SD29
"Queens Village, Rosedale, Hollis",General Education,2011,Percent,0.66667,SD29
"Queens Village, Rosedale, Hollis",General Education,2012,Percent,0.65467,SD29
"Queens Village, Rosedale, Hollis",General Education,2013,Percent,0.65147,SD29
"Queens Village, Rosedale, Hollis",General Education,2014,Percent,0.70929,SD29
"Queens Village, Rosedale, Hollis",Students with Disabilities,2005,Percent,0.02727,SD29
"Queens Village, Rosedale, Hollis",Students with Disabilities,2006,Percent,0.18605,SD29
"Queens Village, Rosedale, Hollis",Students with Disabilities,2007,Percent,0.11458,SD29
"Queens Village, Rosedale, Hollis",Students with Disabilities,2008,Percent,0.21905,SD29
"Queens Village, Rosedale, Hollis",Students with Disabilities,2009,Percent,0.17333,SD29
"Queens Village, Rosedale, Hollis",Students with Disabilities,2010,Percent,0.22989,SD29
"Queens Village, Rosedale, Hollis",Students with Disabilities,2011,Percent,0.25541,SD29
"Queens Village, Rosedale, Hollis",Students with Disabilities,2012,Percent,0.19583,SD29
"Queens Village, Rosedale, Hollis",Students with Disabilities,2013,Percent,0.29655,SD29
"Queens Village, Rosedale, Hollis",Students with Disabilities,2014,Percent,0.28723,SD29
"Long Island City, Astoria",General Education,2005,Percent,0.55626,SD30
"Long Island City, Astoria",General Education,2006,Percent,0.52918,SD30
"Long Island City, Astoria",General Education,2007,Percent,0.59759,SD30
"Long Island City, Astoria",General Education,2008,Percent,0.58699,SD30
"Long Island City, Astoria",General Education,2009,Percent,0.60776,SD30
"Long Island City, Astoria",General Education,2010,Percent,0.67359,SD30
"Long Island City, Astoria",General Education,2011,Percent,0.68219,SD30
"Long Island City, Astoria",General Education,2012,Percent,0.67843,SD30
"Long Island City, Astoria",General Education,2013,Percent,0.67815,SD30
"Long Island City, Astoria",General Education,2014,Percent,0.70182,SD30
"Long Island City, Astoria",Students with Disabilities,2005,Percent,0.20307,SD30
"Long Island City, Astoria",Students with Disabilities,2006,Percent,0.1761,SD30
"Long Island City, Astoria",Students with Disabilities,2007,Percent,0.1991,SD30
"Long Island City, Astoria",Students with Disabilities,2008,Percent,0.26996,SD30
"Long Island City, Astoria",Students with Disabilities,2009,Percent,0.15942,SD30
"Long Island City, Astoria",Students with Disabilities,2010,Percent,0.28571,SD30
"Long Island City, Astoria",Students with Disabilities,2011,Percent,0.25321,SD30
"Long Island City, Astoria",Students with Disabilities,2012,Percent,0.30376,SD30
"Long Island City, Astoria",Students with Disabilities,2013,Percent,0.32281,SD30
"Long Island City, Astoria",Students with Disabilities,2014,Percent,0.35737,SD30
Staten Island,General Education,2005,Percent,0.74976,SD31
Staten Island,General Education,2006,Percent,0.72329,SD31
Staten Island,General Education,2007,Percent,0.75704,SD31
Staten Island,General Education,2008,Percent,0.7646,SD31
Staten Island,General Education,2009,Percent,0.77547,SD31
Staten Island,General Education,2010,Percent,0.80683,SD31
Staten Island,General Education,2011,Percent,0.79673,SD31
Staten Island,General Education,2012,Percent,0.80312,SD31
Staten Island,General Education,2013,Percent,0.78277,SD31
Staten Island,General Education,2014,Percent,0.83057,SD31
Staten Island,Students with Disabilities,2005,Percent,0.31434,SD31
Staten Island,Students with Disabilities,2006,Percent,0.36009,SD31
Staten Island,Students with Disabilities,2007,Percent,0.28904,SD31
Staten Island,Students with Disabilities,2008,Percent,0.31758,SD31
Staten Island,Students with Disabilities,2009,Percent,0.37166,SD31
Staten Island,Students with Disabilities,2010,Percent,0.40555,SD31
Staten Island,Students with Disabilities,2011,Percent,0.38841,SD31
Staten Island,Students with Disabilities,2012,Percent,0.37763,SD31
Staten Island,Students with Disabilities,2013,Percent,0.44565,SD31
Staten Island,Students with Disabilities,2014,Percent,0.48539,SD31
Bushwick,General Education,2005,Percent,0.33958,SD32
Bushwick,General Education,2006,Percent,0.45183,SD32
Bushwick,General Education,2007,Percent,0.54588,SD32
Bushwick,General Education,2008,Percent,0.57355,SD32
Bushwick,General Education,2009,Percent,0.54304,SD32
Bushwick,General Education,2010,Percent,0.58391,SD32
Bushwick,General Education,2011,Percent,0.52804,SD32
Bushwick,General Education,2012,Percent,0.48276,SD32
Bushwick,General Education,2013,Percent,0.53279,SD32
Bushwick,General Education,2014,Percent,0.52604,SD32
Bushwick,Students with Disabilities,2005,Percent,0.06475,SD32
Bushwick,Students with Disabilities,2006,Percent,0.18868,SD32
Bushwick,Students with Disabilities,2007,Percent,0.27966,SD32
Bushwick,Students with Disabilities,2008,Percent,0.26087,SD32
Bushwick,Students with Disabilities,2009,Percent,0.24627,SD32
Bushwick,Students with Disabilities,2010,Percent,0.32877,SD32
Bushwick,Students with Disabilities,2011,Percent,0.20741,SD32
Bushwick,Students with Disabilities,2012,Percent,0.19481,SD32
Bushwick,Students with Disabilities,2013,Percent,0.24476,SD32
Bushwick,Students with Disabilities,2014,Percent,0.30065,SD32
New York City,General Education,2015,Percent,0.73201,3651000
New York City,Students with Disabilities,2015,Percent,0.37624,3651000
Bronx,General Education,2015,Percent,0.65807,36005
Bronx,Students with Disabilities,2015,Percent,0.31328,36005
Brooklyn,General Education,2015,Percent,0.7296,36047
Brooklyn,Students with Disabilities,2015,Percent,0.36737,36047
Manhattan,General Education,2015,Percent,0.74499,36061
Manhattan,Students with Disabilities,2015,Percent,0.40504,36061
Queens,General Education,2015,Percent,0.75357,36081
Queens,Students with Disabilities,2015,Percent,0.40052,36081
Staten Island,General Education,2015,Percent,0.82526,36085
Staten Island,Students with Disabilities,2015,Percent,0.48027,36085
Lower East Side,Students with Disabilities,2015,Percent,0.31609,SD1
"Stuyvesant Town, Upper E. Side",Students with Disabilities,2015,Percent,0.47325,SD2
